Start Time,End Time,Lang ID,Text
83,1058,[GER],Das nationale Raketenabwehrprogramm|wurde Ende
1058,1545,[GER],des 20. Jahrhunderts begonnen.
1560,2326,[GER],Es sollte 2005 beendet sein.
2354,3844,[GER],"Die im Jahr 2000 durchgeführten Tests|waren allerdings ein großes Fiasko,"
3873,5280,[GER],und der Erfolg der Tests im Jahre 1999|wird jetzt als Zufall angesehen.
153,933,[ENG],The National Missile Defense|program was initiated
933,1504,[ENG],"in the end of|the 20th century,"
1560,2326,[ENG],projected to completion|in 2005.
2354,3357,[ENG],"However, the NMD trial|conducted in the year 2000"
3357,3816,[ENG],"was a complete failure,"
3873,4541,[ENG],and the success|of the 1999 trials
4541,5181,[ENG],is now considered|a chance happening.
153,933,[FRE],"Lancé à la fin du vingtième siècle,"
933,1504,[FRE],le programme national |de défense de missiles (NMD)
1560,2326,[FRE],aurait dû se terminer en 2005.
2354,3217,[FRE],Mais les essais de l'an 2000|
3218,3817,[FRE],connurent un échec retentissant.
3887,4597,[FRE],On pense maintenant que le succès|des tests menés en 1999
4597,5182,[FRE],était dû au hasard.
153,933,[ITA],Il programma di Difesa Missilistica |Nazionale è stato avviato
933,1504,[ITA],"alla fine del ventesimo secolo,"
1560,2326,[ITA],con termine previsto per il 2005.
2354,3802,[ITA],Ma le prove condotte nell'anno 2000 |furono un completo fallimento
3873,5168,[ITA],e oggi sappiamo che il successo |dei test del 1999 fu solo fortuito.
153,933,[SPA],El Programa Nacional |de Defensa de Misiles 
933,1504,[SPA],"fue iniciado a principios del siglo XX, "
1560,2326,[SPA],y estaba previsto que |finalizara en el 2.005. 
2354,3357,[SPA],"Sin embargo, la prueba que el NDM |llevó a cabo en el año 2000 "
3873,4541,[SPA],fue un gran fracaso y el éxito de las |pruebas llevadas a cabo en el año 1.999
4541,5181,[SPA],consideraba que se estaba |produciendo un cambio. 
167,2312,[JPN],#{全米ミサイル防衛、NMD}#は前世紀末から|2005年の配備を目標に進められていた
2340,3844,[JPN],だが2000年に行われた|NMD迎撃実験は失敗し
3859,4583,[JPN],1999年に行われた実験の成功も
4583,5349,[JPN],偶然であったという見方が|されるようになった
