Start Time,End Time,Lang ID,Text
236,1448,[JPN],奴等はそれをマンハッ夕ン上空で|行おうとしているんだ
1462,2158,[JPN],そうなったらウォール街の|電子機器は…
2479,3147,[JPN],無論 壊滅だな
306,1295,[ENG],And this is what they plan to|do right over Manhattan.
1462,2075,[ENG],The New York Stock Exchange...
2465,3036,[ENG],-- will suffer the same fate.
3190,4304,[ENG],"If one of the key movers of world |economy stops functioning,"
4318,5112,[ENG],it could mean the beginning|of a global depression.
5196,6101,[ENG],Black Monday will look like |a picnic in comparison.
306,1295,[GER],Darum wollen sie sie auch|direkt über Manhattan zünden.
1462,2075,[GER],Die New Yorker Börse --
2465,3036,[GER],-- wird das gleiche Schicksal erleiden.
3190,4304,[GER],"Wenn einer der wichtigsten Motoren|der Weltwirtschaft stillsteht,"
4304,5181,[GER],könnte das den Beginn einer|globalen Wirtschaftskrise einläuten.
5182,6129,[GER],Im Vergleich dazu wird der Schwarze|Montag wie ein Spaziergang erscheinen.
306,1295,[FRE],C'est ce qu'ils ont l'intention de provoquer|au-dessus de Manhattan.
1462,2075,[FRE],La bourse de New York...
2465,3036,[FRE],-- subira le même sort.
3190,4304,[FRE],"Si l'un des principaux indicateurs de|l'économie mondiale cesse de fonctionner,"
4304,5153,[FRE],nous risquons de sombrer|dans une dépression planétaire.
5154,6143,[FRE],Cela n'aura rien à voir avec|les crises antérieures !
306,1295,[ITA],"E loro vogliono fare questo proprio qui, |a Manhattan."
1462,2075,[ITA],La Borsa valori di New York...
2465,3036,[ITA],farà la stessa fine.
3190,4304,[ITA],"Se una delle massime forze dell'economia|mondiale smette di funzionare,"
4318,5112,[ITA],potrebbe essere l'inizio|di una depressione planetaria.
5196,6101,[ITA],"A confronto, il Lunedì Nero|sembrerà una passeggiata."
306,1295,[SPA],"E loro vogliono fare questo proprio qui, |a Manhattan."
1462,2075,[SPA],La Borsa valori di New York...
2465,3036,[SPA],farà la stessa fine.
3190,4304,[SPA],"Se una delle massime forze dell'economia|mondiale smette di funzionare,"
4318,5112,[SPA],potrebbe essere l'inizio|di una depressione planetaria.
5196,6101,[SPA],"A confronto, il Lunedì Nero|sembrerà una passeggiata."
3190,5154,[JPN],世界経済の中心が機能を停止すれば|世界的な大恐慌に陥る…
5196,6115,[JPN],#{暗黒の月曜日、ブラックマンデー}#の再来…？
