Start Time,End Time,Lang ID,Text
362,821,[ENG],The shift in the balance|of power
821,1350,[ENG],will mean a new|world order. 
1462,2256,[ENG],"And we, the Marine Corps|will play a central role"
2256,2799,[ENG],in its military affairs
362,1392,[GER],Die Machtverschiebung wird eine|neue Weltordnung herbeiführen.
1462,2311,[GER],"Und wir, das Marinekorps,|werden eine zentrale Rolle "
2312,3008,[GER],bei militärischen|Angelegenheiten übernehmen.
362,821,[FRE],Ce rééquilibrage des forces
821,1350,[FRE],donnera lieu à un nouvel ordre |mondial
1462,2256,[FRE],et les marines y joueront |un rôle militaire
2256,2799,[FRE],prépondérant.
362,1337,[ITA],Lo spostamento dell'equilibrio di forze |porterà a un nuovo ordine mondiale.
1462,2813,[ITA],"E noi, i Marines, giocheremo un ruolo|fondamentale dal punto di vista militare."
362,1351,[SPA],El cambio en el equilibrio del poder |supondrá un nuevo orden en el mundo.
1462,2130,[SPA],"Y nosotros, el Cuerpo de |Marines, jugaremos "
2131,2799,[SPA],un papel muy importante en |todos los asuntos militares. 
362,1448,[JPN],パワーバランスは見直され|新しい世界秩序が築かれる
1462,2869,[JPN],そしてその新しい世界で 軍事的主役を|務めるのは我々海兵隊となるのだ
