Start Time,End Time,Lang ID,Text
8693,9208,[JPN],フェデラルホールか…
12106,12384,[JPN],何がおかしい？
12970,13457,[JPN],今日は何日だ？
14531,14879,[JPN],…4月30日？
9222,9639,[ENG],Federal Hall...
11925,12384,[ENG],What are you laughing at?
12998,13527,[ENG],Do you know what day it is today?
14489,14893,[ENG],...April 30th?
9222,9639,[GER],Federal Hall.
11925,12384,[GER],Worüber lachst Du?
12998,13527,[GER],"Weißt Du, welcher Tag heute ist?"
14489,14893,[GER],Der 30. April?
9222,9639,[FRE],Le Federal Hall...
11925,12384,[FRE],Qu'est-ce qui te fait rire ?
12998,13527,[FRE],Tu sais quel jour nous sommes ?
14489,14893,[FRE],Le 30 avril ?
9222,9639,[ITA],Federal Hall...
11925,12384,[ITA],Ma perché ridi?
12998,13527,[ITA],"Sai che giorno è, oggi?"
14489,14893,[ITA],...il 30 aprile?
9222,9639,[SPA],Federal Hall...
11925,12384,[SPA],¿De qué te ríes?
12998,13527,[SPA],¿Sabes qué día es hoy?
14489,14893,[SPA],¿El 30 de abril...?
