Start Time,End Time,Lang ID,Text
849,1420,[ENG],"By the way, what is that?"
3566,3886,[ENG],Dog tags?
7244,7592,[ENG],Anyone you know?
8400,9110,[ENG],"No, never heard the name before."
9724,10169,[ENG],I'll pick my own name...
10226,10560,[ENG],...and my own life.
10657,11325,[ENG],I'll find something worth passing on.
13987,14530,[ENG],They taught me some good things too.
14823,15101,[ENG],I know. 
15408,16313,[ENG],We've inherited freedom from|all those who've fought for it.
16565,17247,[ENG],We all have the freedom|to spread the word. 
17345,17609,[ENG],Even me.
17930,18473,[ENG],"Snake, what about Olga's child?"
18473,19239,[ENG],Don't worry. I'll find him. Count on it.
19727,20576,[ENG],"As long as you keep yourself|alive, he's safe."
22360,22750,[ENG],Do you know where Liquid went?
22848,23419,[ENG],I put a transmitter on his RAY.
23461,23892,[ENG],Did he head for the Patriots?
23990,24185,[ENG],Yeah. 
24241,25313,[ENG],But I have a feeling they gave Ocelot|a bogus location to begin with.
25927,26135,[ENG],...
26303,26916,[ENG],Cheer up. We have a better lead.
27682,28476,[ENG],This contains the list of all the Patriots.
28797,29187,[ENG],But Ocelot took it!
29257,29953,[ENG],The one we gave you|wasn't the real thing.
30260,30455,[ENG],What?
30845,32098,[ENG],This virus is coded to destroy|only a specific part of GW -- 
32127,32935,[ENG],namely the information about|the Patriots' identity.
33464,33742,[ENG],Which means 
33785,34969,[ENG],that there's a parameter coded in here|that defines what that information is.
35247,35469,[ENG],I get it -- 
35498,36459,[ENG],analyze the code and you can probably|find out where they operate.
36655,36919,[ENG],Count me in -- 
36933,37587,[ENG],"No, you have things to do first."
38368,38911,[ENG],And people you need to talk to...
43941,44108,[ENG],?
53763,54027,[ENG],Snake?
56020,56270,[ENG],What's wrong?
57455,57677,[ENG],Nothing...
58486,58862,[ENG],Can I ask you something?
59127,59461,[ENG],Who am I really?
59823,60101,[ENG],I wouldn't know.
60534,60701,[ENG],...
60813,61453,[ENG],"But we're going to find out|together, aren't we?"
849,1420,[GER],"Übrigens, was ist das?"
3566,3886,[GER],Hundemarke?
7244,7592,[GER],"Jemand, den Du kennst?"
