Start Time,End Time,Lang ID,Text
571,1685,[JPN],親から子へと…生命の情報が流れていく
1950,2451,[JPN],それが#{生命、いのち}#だ
2856,3956,[JPN],しかし 我々はこの世に何も残してはいない
4486,5795,[JPN],…親父の体細胞から作られた我々|兄弟…『恐るべき子供達』は
613,1643,[ENG],The data of life is transferred|from parent to child.
2020,2535,[ENG],That's how it works.
2856,3636,[ENG],"But we have no heirs, no legacy."
4388,5321,[ENG],"We brothers are called |""Les enfants terribles"" --"
5489,5906,[ENG],cloned from our father 
5935,7174,[ENG],with the ability to reproduce |conveniently engineered out.
7439,8400,[ENG],What is our legacy if we cannot |pass the torch?
8777,9807,[ENG],Proof of our existence|-- a mark of some sort --
11173,12092,[ENG],When the torch is passed|on from parent to child...
12315,13471,[ENG],"It extends beyond DNA, information|is imparted as well."
613,1643,[GER],Die Daten des Lebens werden von den|Eltern an die Kinder weitergegeben.
2020,2535,[GER],Das ist der Lauf der Dinge.
2856,3636,[GER],"Aber wir haben keine Erben, nichts,|was wir hinterlassen könnten."
4388,5321,[GER],"Sie nennen meine Geschwister|und mich ""Les enfants terribles"" -- "
5489,5906,[GER],"Klone unseres Vaters,"
5935,7174,[GER],denen man praktischerweise die|Fähigkeit zur Reproduktion nahm.
7439,8400,[GER],"Was hinterlassen wir, wenn wir die|Fackel nicht weiterreichen können?"
8777,9807,[GER],Beweis unserer Existenz --|ein Kennzeichen also --
11173,12092,[GER],"--abgesehen von bloßer DNA,|Vater eines Kindes zu sein."
12315,13471,[GER],Es geht nicht nur um DNA. Es werden|auch Informationen weitergegeben.
613,1643,[FRE],Les données de la vie sont transmises |de père en fils.
2020,2535,[FRE],C'est comme ça|que les choses se passent !
2856,3636,[FRE],"Mais nous... Nous n'avons ni héritiers, |ni héritage..."
4388,5321,[FRE],"Mes frères et moi avons été baptisés|""Les enfants terribles""."
5489,5906,[FRE],"Clones de notre père,"
5935,7174,[FRE],notre capacité de reproduction|nous a été retirée artificiellement...
7397,8316,[FRE],Que lèguerons-nous s'il nous est |impossible de passer le relai
8317,8553,[FRE],à nos enfants ?
8777,9807,[FRE],"La preuve de notre existence,|une marque quelconque..."
11159,12162,[FRE],Quand le parent passe le relai|à son enfant...
12176,13262,[FRE],Cela dépasse le simple cadre de l'ADN. |Cette transmission s'accompagne
13263,13736,[FRE], d'un transfert d'informations.
613,1643,[ITA],Le informazioni della vita si tramandano|di padre in figlio.
2020,2535,[ITA],Ecco come funziona il tutto.
2856,3636,[ITA],"Ma noi non abbiamo eredi,|niente da tramandare."
4388,5321,[ITA],"Chiamano me e i miei fratelli|""Les enfants terribles"","
5489,7174,[ITA],ci hanno clonati da nostro padre ma|non siamo in grado di riprodurci.
7439,8595,[ITA],Qual'è il nostro lascito se non possiamo|tramandare la fiaccola della vita?
8777,9961,[ITA],"Un segno, una prova della|nostra esistenza."
11173,12092,[ITA],Quando la fiaccola è passata|di padre in figlio...
12315,13471,[ITA],"Va oltre il DNA, si trasmettono|anche informazioni."
613,1643,[SPA],La información sobre la vida pasa|de padres a hijos.
2020,2535,[SPA],Así funciona.
2856,3636,[SPA],"Pero no tenemos ni herederos, ni legado."
4388,5321,[SPA],"A mis hermanos y a mí nos|llaman ""Les Enfants Terribles"","
5489,5906,[SPA],clones de mi padre
5935,7356,[SPA],reproducidos convenientemente gracias|a la ingeniería genética.
7439,8567,[SPA],¿De qué sirve un legado si no lo|puedes pasar a tus descendientes?
8777,9947,[SPA],"La prueba de nuestra existencia,|una especie de marca..."
11173,12092,[SPA],Cuando la antorcha es pasada|de padres a hijos...
12315,13471,[SPA],"Es algo más que el ADN, también se|pasa otro tipo de información."
5837,6867,[JPN],あらかじめ子をなす能力を|取り上げられて生み出された
7286,8525,[JPN],命のバトンを渡せない我々は|何を残せばいいのか？
8721,10267,[JPN],我々が生きたという事実…|それこそが生きた証
11103,12245,[JPN],生命のバトンを渡す際 親は子に伝える
12357,13346,[JPN],DNA情報にはない様々な情報…
