Start Time,End Time,Lang ID,Text
1114,1685,[JPN],ここ 憶えてる？
1992,2200,[JPN],勿論だ
2549,3008,[JPN],俺達が初めて会った場所…
3399,3607,[JPN],思い出した…
3789,4011,[JPN],ええ？
4221,4388,[JPN],今日は…
1156,1615,[ENG],Do you remember this place?
1978,2256,[ENG],Of course.
2591,3022,[ENG],This is where we first met...
3385,3802,[ENG],I remember now --
3831,4026,[ENG],Hm?
4235,4903,[ENG],Today is the day I met you.
5377,5767,[ENG],That's it.
11828,12719,[ENG],I think I found something to|pass along to the future.
12733,12928,[ENG],What?
13360,14502,[ENG],He said all living things want|their genes to live on.
14600,15143,[ENG],Are you talking about the baby?
15255,15477,[ENG],Yeah. 
15743,16453,[ENG],But genes aren't the only|thing you pass on.
16537,17526,[ENG],There are too many things that|aren't written into our DNA.
17679,18542,[ENG],It's up to us to teach|that to our children.
18724,19155,[ENG],What kind of things?
19267,20353,[ENG],"About the environment,|our ideas, our culture..."
20577,20855,[ENG],poetry... 
21051,21385,[ENG],compassion... 
21510,22067,[ENG],sorrow... joy...
22319,23001,[ENG],We'll tell them everything... together.
23154,23767,[ENG],Is that a -- proposal?
23990,24644,[ENG],This is for your ears --
24896,25132,[ENG],only...
1156,1615,[GER],Erinnerst Du Dich an diesen Ort?
1978,2256,[GER],Natürlich.
2591,3022,[GER],Hier sind wir uns zum ersten|Mal begegnet..
3385,3802,[GER],Jetzt erinnere ich mich --
3831,4026,[GER],Hm?
4235,4903,[GER],"Heute ist der Tag, an dem|ich Dir begegnete."
5377,5767,[GER],Genau.
11828,12719,[GER],"Ich glaube, ich habe etwas gefunden, was|ich an die Zukunft weitergeben kann."
12733,12928,[GER],Was?
13360,14502,[GER],"Er sagte, alle Lebewesen möchten|ihre Gene weitergeben."
14600,15143,[GER],Sprichst Du von dem Baby?
15255,15477,[GER],Ja.
15743,16453,[GER],"Aber Gene sind nicht das einzige,|das weitergegeben wird."
16537,17526,[GER],"Es gibt zu vieles, das nicht in unserer|DNA enthalten ist."
17679,18542,[GER],Und das müssen wir unseren|Kindern beibringen.
18724,19155,[GER],Was zum Beispiel?
19267,20353,[GER],"Alles über die Umwelt, unsere Ideen,|unsere Kultur"
20577,20855,[GER],Poesie
21051,21385,[GER],Mitleid
21510,22067,[GER],"Leid, Freude."
22319,23001,[GER],Wir werden ihnen alles|erzählen zusammen.
23154,23767,[GER],Soll das ein -- Heiratsantrag sein?
23990,25202,[GER],Das ist nur für Deine Ohren bestimmt.
1156,1615,[FRE],Tu te souviens de cet endroit ?
1978,2256,[FRE],Bien sûr !
2591,3022,[FRE],C'est le lieu de notre première |rencontre... !
3385,3802,[FRE],"Je me rappelle, maintenant !"
3831,4026,[FRE],Plaît-il ?
4207,5056,[FRE],C'est à la date d'aujourd'hui|que je t'ai rencontrée !
5377,5767,[FRE],Exactement !
11828,12719,[FRE],Je crois avoir trouvé|ce que je veux transmettre...
12733,12928,[FRE],Quoi donc ?
13360,14502,[FRE],Tous les êtres vivants semblent vouloir |reproduire leurs gènes...
14600,15143,[FRE],Tu te réfères au bébé ?
15255,15477,[FRE],Oui...
15743,16453,[FRE],Mais on ne transmet pas|que ses gènes !
16537,17526,[FRE],Plein de choses ne sont pas inscrites |dans notre ADN !
17679,18542,[FRE],"Et ces choses, c'est nous qui devons |les enseigner à nos enfants !"
18724,19155,[FRE],Quelles choses ?
19267,20353,[FRE],"L'environnement, les idées, la culture..."
20577,20855,[FRE],"la poésie,"
21051,21385,[FRE],"la compassion,|"
21510,22067,[FRE],"le chagrin, la joie..."
22319,23001,[FRE],Nous leur apprendrons tout... ensemble !
23154,23767,[FRE],Est-ce... une demande en mariage ?
23990,24644,[FRE],Tout ce que je te dis
24854,25327,[FRE],est strictement confidentiel...
1156,1615,[ITA],Ti ricordi questo posto?
1978,2256,[ITA],Certo che ricordo.
2563,3189,[ITA],È qui che ci siamo incontrati|la prima volta...
3385,3802,[ITA],Ora ricordo #_
3831,4026,[ITA],Mm?
4235,4945,[ITA],Oggi è il giorno in cui ci siamo incontrati.
5377,5767,[ITA],Proprio così.
11828,12719,[ITA],Penso di aver trovato qualcosa|da tramandare ai posteri.
12733,12928,[ITA],Come?
13360,14544,[ITA],Ha detto che tutti gli esseri viventi vogliono|che i loro geni sopravvivano.
14600,15143,[ITA],Ti riferisci al bambino?
15255,15477,[ITA],Sì.
15743,16509,[ITA],Ma i geni non sono la sola cosa|che occorre tramandare.
16537,17526,[ITA],Ci sono troppe cose|non scritte nel nostro DNA.
17679,18542,[ITA],Sta a noi insegnarle ai nostri figli.
18724,19155,[ITA],Che tipo di cose?
19267,20353,[ITA],"L'ambiente, le nostre idee,|la nostra cultura..."
20577,20855,[ITA],la poesia...
21051,21385,[ITA],la compassione...
21510,22067,[ITA],il dolore... la gioia...
22319,23001,[ITA],Gli diremo tutto... insieme.
23154,23767,[ITA],Per caso #_ è una proposta?
23990,24644,[ITA],Questo è per te
24896,25132,[ITA],sola...
1156,1615,[SPA],¿Te acuerdas de este lugar?
1978,2256,[SPA],Claro.
2591,3022,[SPA],Aquí nos conocimos...
3385,3802,[SPA],Ahora me acuerdo...
3831,4026,[SPA],¿Mmm?
4235,4903,[SPA],Te conocí un día como hoy.
5377,5767,[SPA],Así es.
11828,12719,[SPA],Creo que he encontrado algo|para transmitir al futuro.
12733,12928,[SPA],¿Qué?
13360,14502,[SPA],Dicen que todos los seres vivos quieren|que sus genes permanezcan vivos.
14600,15143,[SPA],¿Estás hablando del bebé?
15255,15477,[SPA],Sí.
15743,16453,[SPA],Pero no sólo hay que pasar los genes.
16537,17526,[SPA],Hay muchas cosas que no están|escritas en el ADN.
17665,18640,[SPA],Y nosotros somos los responsables|de enseñar eso a nuestros hijos.
18724,19155,[SPA],¿Qué tipo de cosas?
19253,20479,[SPA],"Ideas sobre el medio ambiente,|nuestros pensamientos, nuestra cultura..."
20577,20855,[SPA],la poesía...
21051,21385,[SPA],el dolor...
21510,22067,[SPA],la alegría...
22319,23001,[SPA],Le enseñaremos todo... juntos.
23154,23767,[SPA],Es una... ¿proposición?
23990,25118,[SPA],Esto es sólo para tus oídos...
4555,4945,[JPN],…君と初めて会った日
5377,5641,[JPN],そうよ
11828,12385,[JPN],次の世代に伝えたいことがある…
12622,12803,[JPN],ん？
13416,13778,[JPN],生きる物は全て#－
13959,14418,[JPN],遺伝子を後世に伝える
14642,14990,[JPN],赤ちゃんのこと？
15255,15436,[JPN],ああ
15826,16397,[JPN],でも人が伝えるのはそれだけじゃない
16579,17261,[JPN],遺伝情報に記録されていないものもある
17428,18570,[JPN],俺達はそのことを 子供たちに|伝え続けなければならない
18780,19100,[JPN],どんなことを？
19323,20214,[JPN],環境 思想 文化…
20605,20813,[JPN],…歌…
21106,21328,[JPN],…思いやり…
21566,22025,[JPN],…哀しみ 喜び…
22346,22959,[JPN],俺達はそれを未来に伝えるんだ…
23085,23377,[JPN],それって#－
23545,23795,[JPN],プロポーズ？
24171,24491,[JPN],この言葉だけは#－
24812,25202,[JPN],誰にも伝えないでくれ
