Start Time,End Time,Lang ID,Text
181,2020,[SPA],Ellos planean controlar la información|digital con el GW y el Arsenal.
2187,3956,[SPA],"Por lo tanto, la información que vetan|al público, está dentro del GW."
4263,5098,[SPA],Y dentro del GW también se encontrará|la lista de los 12 líderes
5099,5767,[SPA],"de Los Patriots, el Comité de los Sabios."
6130,6631,[SPA],"Y cuando descubras quiénes son,"
6631,7425,[SPA],acabarás con ellos uno a uno...|¿no es así?
7551,8623,[SPA],"... mientras nosotros intentamos atacarles|con su ""inservible"" Arsenal."
8679,9096,[SPA],"Muy bien, veo que no se te escapa nada."
9250,9835,[SPA],¿Así que nos has utilizado desde|el principio?
9877,10322,[SPA],¿Acaso tú no has hecho lo mismo?
10379,11591,[SPA],"Y ahora se te ha fastidiado el plan, ¿no?,|ahora que el GW ha sido destruido."
195,1337,[ENG],They were planning to extend their |control to digital information flow
1337,1991,[ENG],with GW and Arsenal.
2201,3914,[ENG],That means the information they want |to filter out is contained in GW.
4263,5098,[ENG],Including that list of the highest |twelve members
5099,5767,[ENG],of the Patriots' Wisemen's Committee.
6130,6631,[ENG],"And once you knew who they were,"
6631,7425,[ENG],you would cross out|their name one by one...
7565,8568,[ENG],"...while we, with our useless|Arsenal, drew their fire."
8679,9096,[ENG],Very good.
9250,9835,[ENG],You were using us all along.
9877,10322,[ENG],Were you any different?
10379,11591,[ENG],"But your plan's hit a snag with GW |destroyed, hasn't it?"
195,1337,[GER],Sie wollten ihre Kontrolle auf den|digitalen Informationsfluß
1337,1991,[GER],mit GW und Arsenal ausweiten.
2187,3120,[GER],"Das heißt, die Informationen,|die sie herausfiltern wollen, "
3176,3872,[GER],sind in GW enthalten.
4263,5098,[GER],Darunter auch die Liste mit den|zwölf ranghöchsten Mitgliedern
5099,5767,[GER],des Weisenrates der Patriots.
6130,6631,[GER],"Und sobald Du die Namen hast,"
6631,7425,[GER],willst Du einen nach dem anderen |ausradieren
7565,8568,[GER],während wir mit unserem nutzlosen|Arsenal das Ziel ihres Angriffs wären.
8679,9096,[GER],Du bist gar nicht so dumm.
9250,9835,[GER],Du hast uns die ganze Zeit nur benutzt.
9877,10322,[GER],Du etwa nicht?
10379,11326,[GER],"Aber Deine Pläne wurden durch die|Zerstörung des GW durchkreuzt, "
11326,11632,[GER],nicht wahr?
195,1337,[FRE],"Avec le GW et l'Arsenal, ils prévoyaient |de contrôler"
1337,1991,[FRE],"les flux d'informations numériques,"
2131,3663,[FRE],ce qui signifie que des informations |confidentielles sont contenues
3664,3942,[FRE],"dans le GW,"
4263,5098,[FRE],"y dont la liste des douze membres du|Comité des sages,"
5099,5907,[FRE],qui nomme les personnalités|les plus haut placées des Patriotes.
6018,6617,[FRE],"Et une fois pris connaissance de|ces douze membres,"
6617,7285,[FRE],tu avais l'intention de les faire |disparaître les uns
7286,7536,[FRE],après les autres... ?
7565,8568,[FRE],"Pendant ce temps-là, nous faisions |diversion avec ce pauvre Arsenal..."
8679,9096,[FRE],Tu as tout compris !
9250,9835,[FRE],"Tu te sers de nous depuis le début,|en somme !"
9877,10322,[FRE],Parce que tu ne faisais pas|la même chose ?
10379,11591,[FRE],"Mais la destruction du système GW|est un coup dur pour toi, pas vrai ?"
195,1337,[ITA],"Loro intendevano mettere le mani anche|sul flusso delle informazioni digitali,"
1337,1991,[ITA],con il GW e l'Arsenal.
2201,3162,[ITA],Questo significa che le informazioni|che vogliono eliminare
3176,3956,[ITA],sono contenute nel GW.
4263,5098,[ITA],Compreso l'elenco dei dodici membri|supremi
5099,5767,[ITA],del Comitato dei Saggi dei Patriots.
6130,7425,[ITA],E una volta saputi i loro nomi|tu li avresti eliminati uno per uno...?
7565,8568,[ITA],"...mentre noi, col nostro inutile Arsenal,|gli avremmo fatto da bersaglio."
8679,9096,[ITA],"Brava, capisci al volo."
9250,9835,[ITA],"Tu ci hai sempre usati, fin dall'inizio."
9877,10322,[ITA],"Perché, tu avresti agito|diversamente, forse?"
10379,11591,[ITA],"Ma con la distruzione del GW i tuoi piani|sono rovinati, vero?"
250,1935,[JPN],奴等はこのアーセナルが守る『G.W』で|デジ夕ル情報の統制を行おうとしていた
1992,2605,[JPN],それは削除すべき情報…
2661,4165,[JPN],…つまり『愛国者達』の正体が『G.W』|内に存在するということを意味する
4304,6045,[JPN],…無論『賢人会議』をなす『愛国者達』|最高幹部12人の老人達のリストもな
6144,7314,[JPN],それを手に入れて名簿順に消して|いくつもりだったってこと？
7606,8706,[JPN],アーセナルを手にした私達が彼等の|目を引きつけている間に…
8777,9222,[JPN],そういうことだ
9334,9751,[JPN],…利用してたのね？
9766,10211,[JPN],お互い様だろう？
10351,11813,[JPN],でも『G.W』が破壊された以上あなたの|計画も無効になったということじゃない？
