Start Time,End Time,Lang ID,Text
1114,1754,[JPN],私のポケットを探れ 早く！
2354,3371,[JPN],セキュリティ・カードだ|レベル3までの扉が開く
3371,4192,[JPN],これでシェル2への扉が開くはずだ
4541,5404,[JPN],いいか 奴等が核を撃つ前に|大統領を何とかするんだ
1128,1727,[ENG],Search my pocket. Hurry!
2382,3677,[ENG],It's a security card. You'll be able to |unlock doors of up to Level 3 security.
3733,4150,[ENG],Use it to get to Shell 2.
4597,5335,[ENG],Take care of the President before|they launch the nuke!
7676,8275,[ENG],He's coming here. Pick up your AK!
1128,1727,[GER],Schau in meine Tasche.|Beeil' Dich!
2354,2758,[GER],Es ist eine Sicherheitskarte. 
2758,3649,[GER],Damit kannst Du Türen bis|zur Sicherheitsstufe 3 öffnen.
3733,4150,[GER],Du kommst damit in Shell 2.
4597,5335,[GER],"Kümmere Dich um den Präsidenten,|bevor sie die Atomwaffe starten."
7676,8275,[GER],Er kommt hierher! Nimm Deine AK!
1128,1727,[FRE],Fouille dans ma poche. Vite !
2340,3691,[FRE],C'est une carte de sécurité. Elle va t'ouvrir|les portes des niveaux 3 et inférieur.
3691,4192,[FRE],Utilise-la pour entrer dans la Shell 2.
4555,5390,[FRE],Occupe-toi du Président avant qu'ils ne|procèdent au lancement nucléaire !
7676,8275,[FRE],Il vient par ici ! Prends ton AK !
1128,1727,[ITA],Fruga nella mia tasca destra. Svelto!!
2382,3677,[ITA],È una tessera per la security. Ti aprirà|le porte fino al livello 3 di sicurezza.
3733,4150,[ITA],Usala per andare su Shell 2.
4597,5335,[ITA],Prenditi cura del Presidente prima che|lancino l'atomica!
7676,8275,[ITA],Viene da questa parte! Prendi il tuo AK!
1128,1727,[SPA],Mira en mi bolsillo derecho. ¡Rápido!
2382,3677,[SPA],Es una tarjeta de seguridad. Podrás|abrir puertas hasta el nivel 3.
3733,4150,[SPA],Utilízala para acceder al Shell 2.
4597,5335,[SPA],¡Encárgate del Presidente antes de|que lancen la cabeza nuclear!
7676,8275,[SPA],¡Viene hacia aquí! ¡Coge tu AK!
7606,8274,[JPN],おい 奴が来る！ AKに持ち替えろ！
