Start Time,End Time,Lang ID,Text
5057,5502,[JPN],やはり生きていた！？
6506,7718,[JPN],あいにく地獄が満員でな…
14851,15310,[JPN],…やはり…
16481,17247,[JPN],人間の筋肉は雄弁だ
17275,18389,[JPN],全てを前もって物語る|いつ どちらに動くか
5071,5475,[ENG],Still tickin' huh?
6575,7787,[ENG],"Unfortunately, hell had no vacancies..."
10295,10503,[ENG],Ha!
12524,12691,[ENG],Argh!
14879,15324,[ENG],I thought so...
16495,17247,[ENG],Human muscles are quite eloquent.
17331,18361,[ENG],They speak out clearly what a|person's next move will be. 
18404,19128,[ENG],They even tell me which way|a gun is going to be pointed
19142,19587,[ENG],before the trigger is pulled.
19644,20270,[ENG],But your muscles -- they're different...
20438,21622,[ENG],This should be fun...well worth the wait.
24088,24547,[ENG],You knew I was coming...?
24603,25257,[ENG],You've become a nuisance.
25272,26247,[ENG],I can't let you interfere|with Arsenal Gear.
27362,27863,[ENG],The girl is just ahead.
27933,28615,[ENG],She is of no use to us now...
28672,29675,[ENG],but she served us well as the|live bait for the big catch.
29828,30649,[ENG],Crazy Ivan sometimes speaks the truth.
5071,5475,[GER],"Die Uhr tickt noch immer, was?"
6575,7787,[GER],Leider war in der Hölle nichts frei.
14879,15324,[GER],Dachte ich's mir doch.
16495,17247,[GER],Menschliche Muskeln verraten viel.
17331,18361,[GER],"Ich ersehe daraus, welche Bewegung|eine Person als nächstes machen wird."
18404,19602,[GER],"Ja sogar, wohin eine Pistole gerichtet|wird, bevor der Abzug gedrückt wird."
19644,20270,[GER],Aber Deine Muskeln -- sind anders.
20438,21622,[GER],Das wird interessant.|Das Warten hat sich gelohnt.
24088,24547,[GER],"Du wußtest, daß ich kommen würde."
24603,25257,[GER],Du wirst langsam lästig.
25272,26247,[GER],"Ich kann nicht zulassen, daß Du |Arsenal Gear erreichst."
27362,27863,[GER],Das Mädchen ist da vorne.
27933,28615,[GER],Sie nutzt uns nichts mehr.
28672,29675,[GER],Aber sie war ein guter Köder|für den großen Fang.
29828,30649,[GER],Iwan der Verrückte sagt manchmal|doch die Wahrheit.
5071,5475,[FRE],Tu es toujours en vie ?
6575,7787,[FRE],Il n'y avait malheureusement plus |de chambres libres en Enfer...
10295,10503,[FRE],Ha !
12524,12691,[FRE],Argh !
14879,15324,[FRE],C'est bien ce que je pensais !
16495,17247,[FRE],Les muscles des hommes|sont éloquants !
17331,18361,[FRE],Ils donnent une indication claire |des mouvements à venir 
18404,19128,[FRE],"et aident même|à deviner la trajectoire des balles,"
19142,19587,[FRE],avant même que la gâchette soit |actionnée.
19602,20340,[FRE],Mais tes muscles sont différents...
20438,21622,[FRE],Je vais m'amuser...|Ça valait la peine d'attendre.
24088,24547,[FRE],Tu savais que j'allais venir...
24603,25257,[FRE],Tu commences à m'agacer.
25272,26247,[FRE],Je ne te laisserai pas contrarier |le projet de l'Arsenal Gear !
27362,27863,[FRE],La fille est par-là.
27933,28615,[FRE],"Elle ne nous sert plus à rien, |maintenant..."
28616,29437,[FRE],"Mais elle a bien rempli son rôle |d'appât, en attirant "
29438,29786,[FRE],des prises intéressantes...
29828,30649,[FRE],Il faut croire que ce cinglé d'Ivan|dit parfois la vérité.
5071,5475,[ITA],"Siamo ancora vivi, vedo..."
6575,7787,[ITA],Purtroppo l'inferno era al completo...
14879,15324,[ITA],Lo sapevo...
16495,17247,[ITA],"I muscoli umani sono molto eloquenti,|sai?"
17331,18361,[ITA],Ti dicono chiaramente quale sarà la |prossima mossa della persona.
18404,19128,[ITA],"Mi dicono persino quando mi punteranno|addosso un'arma,"
19142,19587,[ITA],prima che venga premuto il grilletto.
19644,20270,[ITA],Ma i tuoi muscoli #_ sono diversi...
20438,21622,[ITA],"Beh, ora ci divertiamo...|valeva la pena aspettare."
24088,24547,[ITA],Sapevi che sarei venuto...
24603,25257,[ITA],"Sei diventato scomodo, tu."
25272,26247,[ITA],Non posso lasciarti interferire|con Arsenal Gear.
27362,27863,[ITA],La ragazza è appena più avanti.
27933,28615,[ITA],Ora non ci serve...
28672,29675,[ITA],ma ci ha servito bene come |esca per il pesce grosso.
29828,30649,[ITA],A volte Ivan il pazzo dice la verità.
5071,5475,[SPA],"¿Todavía dando guerra, eh?"
6575,7787,[SPA],"Por desgracia, en el infierno|no queda sitio..."
14879,15324,[SPA],Lo que imaginaba...
16495,17247,[SPA],Los músculos humanos son|bastante elocuentes.
17331,18361,[SPA],Revelan con elegancia cuál va a ser|el próximo movimiento de la persona.
18404,19588,[SPA],Incluso me indican hacia donde van a|disparar antes de pulsar el gatillo.
19644,20270,[SPA],Pero tus músculos... son diferentes...
20438,21622,[SPA],Esto va a ser divertido...|la espera ha merecido la pena.
24088,24547,[SPA],Sabías que iba a venir...
24603,25257,[SPA],Te estás convirtiendo en una molestia.
25272,26247,[SPA],No puedo permitir que sigas |interfiriendo en el Arsenal Gear.
27362,27863,[SPA],La chica está un poco más adelante.
27933,28615,[SPA],Ya no nos vale para nada...
28672,29675,[SPA],pero nos ha funcionado muy bien como|cebo para la presa más codiciada.
29828,30649,[SPA],Iván el Terrible dice la verdad alguna|vez que otra.
18390,19671,[JPN],どこに銃口を向けるか…
19685,20381,[JPN],だが貴様の筋肉は変わっているな…
20396,20981,[JPN],楽しめそうだ…
21009,21663,[JPN],…待っていた甲斐があった
24046,24547,[JPN],待ち伏せ？
24576,25244,[JPN],貴様が邪魔になってきた
25258,26288,[JPN],アーセナルを止めさせるわけにはいかない
27362,27863,[JPN],小娘はこの先だ
27919,28601,[JPN],もう用はないが#－
28672,29744,[JPN],貴様をおびき寄せるために生かしておいた
29814,30663,[JPN],#{ロシア人、イワン}#の言うこともたまには当たる…
