Start Time,End Time,Lang ID,Text
250,528,[ENG],The eighties...
821,1197,[ENG],...the civil war.
1602,2437,[ENG],You were one of the best|among the child soldiers
2438,2883,[ENG],that fought in that conflict.
3441,3984,[ENG],"When you were barely ten years old,"
4012,4861,[ENG],"you became the platoon leader|of the ""small boy unit."""
5126,6407,[ENG],"At the time, your outstanding kill record|earned you several nicknames"
6478,7313,[ENG],"including ""White Devil"" and |""Jack the Ripper."""
7523,7745,[ENG],Jack...
7913,8818,[ENG],"I was your godfather, I named you."
8972,9807,[ENG],"When the war ended, you disappeared |from the relief center."
10351,10880,[ENG],I wondered what happened to you... 
10964,11688,[ENG],I should've known |they would recruit you.
250,528,[GER],"Die 80er Jahre,"
821,1197,[GER],der Bürgerkrieg.
1602,2437,[GER],"Du warst einer der besten|Kindersoldaten,"
2438,2883,[GER],die in diesem Konflikt kämpften.
3441,3984,[GER],"Du warst kaum zehn Jahre alt,"
4012,4903,[GER],"als Du Truppenführer der |""Einheit der kleinen Jungen"" wurdest."
5113,5865,[GER],Deine herausragenden Tötungsraten
5865,6422,[GER],"brachten Dir verschiedene|Spitznamen ein,"
6478,7313,[GER],"wie ""Weißer Teufel""|und ""Jack the Ripper""."
7523,7745,[GER],"Jack,"
7913,8818,[GER],ich war Dein Pate. Mir hast|Du Deinen Namen zu verdanken.
8972,9807,[GER],Nach dem Krieg warst Du plötzlich aus|dem Hilfszentrum verschwunden.
10351,10908,[GER],"Ich habe mich gefragt, was wohl|aus Dir geworden ist,"
10964,11716,[GER],"ich hätte wissen müssen, daß sie|Dich rekrutieren würden."
250,528,[FRE],Dans les années 80'.
821,1197,[FRE],la guerre civile...
1602,2437,[FRE],Tu faisais partie des meilleurs enfants
2438,2953,[FRE],combattant dans le conflit...
3441,3984,[FRE],"Alors que tu avais à peine dix ans,"
4012,4861,[FRE],"tu commandais la section de |l'unité des ""petits garçons""."
5126,6407,[FRE],"A l'époque, tes prouesses t'ont valu |différents surnoms"
6478,7313,[FRE],"dont ""le Diable blanc""|et ""Jack l'Éventreur""..."
7523,7745,[FRE],Jack...
7913,8818,[FRE],j'étais ton parrain... C'est moi|qui t'ai donné un nom.
8972,9807,[FRE],"Après la guerre, tu as disparu |du centre de secours."
10351,10880,[FRE],Je me suis demandé|ce qui t'était arrivé...
10964,11688,[FRE],J'aurais dû deviner|qu'ils te recruteraient un jour !
250,528,[ITA],Gli anni Ottanta...
821,1197,[ITA],...la guerra civile.
1602,2883,[ITA],Tu eri uno dei migliori bambini-soldati|che combatterono in quel conflitto.
3441,3984,[ITA],Avevi appena compiuto dieci anni
4012,4861,[ITA],"e ti misero a capo della cosiddetta|""unità dei ragazzini""."
5126,6407,[ITA],A quel tempo uccidevi così tanti nemici|che ti chiamavano
6478,7313,[ITA],"""Diavolo bianco"" e ""Jack lo squartatore""."
7523,7745,[ITA],Jack...
7913,8818,[ITA],Io ero il tuo padrino.|Ti ho dato io il tuo nome.
8972,9807,[ITA],Alla fine della guerra sei scomparso |dal centro sfollati.
10351,10880,[ITA],Mi chiedevo cosa ti fosse successo...
10964,11688,[ITA],Avrei dovuto saperlo che ti |avrebbero reclutato.
250,528,[SPA],En los ochenta...
821,1197,[SPA],la guerra civil.
1602,2911,[SPA],Eras uno de los mejores jóvenes |soldados que lucharon en esa guerra.
3441,3984,[SPA],Apenas tenías diez años
4012,4861,[SPA],"y te convertiste en el líder de|la sección ""unidad de los chicos""."
5126,6407,[SPA],"Entonces te apodaron el ""Diablo Blanco""|y ""Jack el Destripador"", porque..."
6478,7313,[SPA],mataste a más enemigos que|ningún otro soldado de tu sección.
7523,7745,[SPA],"Jack,"
7913,8818,[SPA],"yo fui tu padrino, yo te bauticé."
8972,9807,[SPA],"Cuando la guerra acabó, desapareciste."
10351,10880,[SPA],No sabía lo que te había pasado...
10950,11799,[SPA],debía de habrme imaginado... no|iban a dejar escapar un niño como tú.
292,1239,[JPN],1980年代… 内戦
1532,2521,[JPN],あの闘いで活躍した|チャイルドソルジャー達の中でも
2549,3301,[JPN],お前は一目置かれる存在だった
3441,4458,[JPN],わずか10才でスモール・ボーイ|ユ二ットの小隊長になり
4513,4930,[JPN],誰よりも殺した
5182,6143,[JPN],人はお前を白い悪魔と呼んだ…
6408,7285,[JPN],…あるいは#{切り裂きジャック、ジャック・ザ・リッパー}#と…
7537,7745,[JPN],ジャック
7941,8526,[JPN],私がお前の名付け親だ
8763,10142,[JPN],内戦終結後 救済セン夕ーを抜け出し |どこで何をしていたかと思えば…
10407,11786,[JPN],そうか お前も奴等に飼われていたとはな
