Start Time,End Time,Lang ID,Text
55,876,[JPN],前の大統領ジョージ・シアーズは
961,1629,[JPN],#{全米ミサイル防衛、NMD}#構想を|推進しながらも
1671,2841,[JPN],ロシアに#{弾道弾迎撃ミサイル、ABM}#|制限条約の修正を認めさせるために
181,1323,[GER],"Der ehemalige Präsident Sears begann|parallel zum NMD-Konzept,"
1323,2214,[GER],einen Teil der angehäuften|Atomwaffen abzubauen.
2229,3468,[GER],"Er senkte das START3-Limit|für taktische Atomwaffen,"
3482,4861,[GER],um Rußland zu einer Zustimmung zum|geänderten ABM-Vertrag zu bewegen.
4890,5865,[GER],"Alle glaubten, ein Ende des weltweiten|Wettrüstens sei in Sicht,"
5865,6436,[GER],und dann kam es zu Shadow Moses.
181,1128,[SPA],Además el antiguo Presidente |Sears redujo el arsenal 
1142,2145,[SPA],nuclear mientras alimentaba |el proyecto del NDM. 
2229,3650,[SPA],Fue él quien bajó el listón de START3 |para armas tácticas nucleares 
3664,4862,[SPA],a fin de que los rusos aprobaran |la revisión del tratado de ABM. 
4917,5613,[SPA],Todo el mundo pensaba que se estaba |llegando al fin de la carrera 
5614,6324,[SPA],armamentística cuando se produjo |el incidente de Shadow Moses. 
195,1003,[ENG],Former President Sears did|also act towards reducing 
1003,2145,[ENG],the nuclear stockpile while |nurturing the NMD concept.
2229,2563,[ENG],It was he#－
2563,3454,[ENG],who lowered START3's ceiling|for tactical nuclear weapons
3469,3970,[ENG],in order to bring|Russia around
4012,4875,[ENG],to approving a revision |to the ABM treaty.
4917,5613,[ENG],Everyone believed the world|was headed for the end of
5614,6324,[ENG],the arms race when|Shadow Moses happened. 
195,1003,[FRE],"Tout en choyant le concept du NMD,"
1003,2145,[FRE],l'ancien Président Sears s'efforça |de réduire les stocks nucléaires.
2229,2563,[FRE],C'est même lui
2563,3454,[FRE],qui abaissa le plafond START3 |des armes nucléaires tactiques
3455,3998,[FRE],pour faire accepter une révision |du traité
4012,4875,[FRE],contre les missiles balistiques|à la Russie.
4917,5613,[FRE],L'incident de Shadow Moses|intervint au moment
5614,6463,[FRE],où tout le monde croyait que la course |aux armements était révolue.
195,1003,[ITA],Mentre caldeggiava il concetto |dell'NMD l'ex Presidente Sears
1003,2145,[ITA],si adoperò anche per |ridurre le scorte nucleari.
2229,3455,[ITA],Fu lui a ridurre il limite dello START3 |per le armi nucleari tattiche
3469,3970,[ITA],e ottenere così l'approvazione |della Russia 
4012,4875,[ITA],per una revisione del trattato ABM.
4917,5613,[ITA],Tutti credevano che il mondo stesse |avvicinandosi alla fine
5614,6324,[ITA],"della corsa agli armamenti, |ma poi ci fu Shadow Moses."
3009,3998,[JPN],#{第三次戦略兵器削減条約、START3}#の|戦略核上限を引き下げるなど
4054,4708,[JPN],核兵器削減も同時に行った
4973,6101,[JPN],それにより世界は核軍縮の方向に|向かうと思われていた
6311,7453,[JPN],だが あのシャドーモセス事件が|それを逆行させた
