Start Time,End Time,Lang ID,Text
97,1225,[GER],Ihr seid sicher verspannt. Machen wir|ein paar Dehnungsübungen.
125,515,[ENG],You must be tense.
529,1169,[ENG],"Let's do a little stretching, |shall we?"
125,515,[FRE],Vous devez être un peu tendus.
529,1169,[FRE],"Nous allons faire quelques |étirements, d'accord ?"
125,515,[ITA],Dovete essere tesi.
529,1169,[ITA],"Sciogliamo un po' i muscoli, d'accordo?"
125,515,[SPA],Seguro que estás muy tenso. 
529,1169,[SPA],¿Por qué no haces unos estiramientos?
153,1058,[JPN],さて 諸君も肩がこっただろう
1212,1657,[JPN],首の運動でもしようか
