Start Time,End Time,Lang ID,Text
1072,1754,[ENG],All you want is power -- at any cost.
1825,2033,[ENG],"Jack,"
2270,2841,[ENG],it's not power I want.
3190,4095,[ENG],What I wanted to take back from |the Patriots were things like --
4096,4973,[ENG],"freedom, civil rights, opportunities."
5252,5934,[ENG],The founding principles of this country.
6548,7787,[ENG],Everything that's about to be wiped|out by their digital censorship.
8289,8456,[ENG],"Jack,"
8735,8999,[ENG],listen to me.
9222,9904,[ENG],We're all born with an expiration date.
10086,10573,[ENG],No one lasts forever.
10992,11702,[ENG],Life is nothing but a grace period --
11716,12816,[ENG],for turning the best of our genetic |material into the next generation.
1072,1754,[GER],Du willst doch nur Macht --|um jeden Preis.
1825,2033,[GER],"Jack,"
2270,2841,[GER],Du irrst Dich. Ich will keine Macht.
3190,4095,[GER],"Was ich den Patriots entringen wollte,|waren Werte wie --"
4096,4973,[GER],"Freiheit, Bürgerrechte, Chancen."
5252,5934,[GER],"Die Grundsätze, auf denen |dieses Land aufbaut."
6548,7787,[GER],Und all das soll in Kürze durch ihre|digitale Zensur ausgelöscht werden.
8289,8456,[GER],"Jack,"
8735,8999,[GER],hör mir zu.
9222,9904,[GER],Wir werden alle mit einem|Verfallsdatum geboren.
10086,10573,[GER],Niemand lebt ewig.
10992,11702,[GER],Das Leben ist nichts weiter als|eine Gnadenfrist -
11716,12886,[GER],- Gewährt für Weitergabe der besten|Gene an die nächste Generation.
1072,1754,[FRE],"Tout ce que tu veux, c'est le pouvoir ! |Coûte que coûte !"
1825,2033,[FRE],"Jack,"
2270,2841,[FRE],le pouvoir ne m'intéresse pas !
3190,4095,[FRE],Je voulais reprendre aux Patriotes |les valeurs telles que...
4096,4973,[FRE],"la liberté, les droits civiques, |le choix d'entreprendre..."
5252,5934,[FRE],Tous les principes fondateurs de ce pays.
6548,7787,[FRE],Et ils sont sur le point d'être éliminés |par la censure numérique !
8289,8456,[FRE],"Jack,"
8735,8999,[FRE],écoute-moi !
9222,9904,[FRE],Nous avons tous une date d'expiration.
10086,10573,[FRE],Personne ne vit éternellement.
10964,11716,[FRE],La vie n'est rien d'autre|qu'un délai de grâce ... durant lequel 
11716,12510,[FRE],... nous devons prendre le |meilleur de nos gènes pour créer
12510,12969,[FRE],la génération suivante...
1072,1754,[ITA],Tu vuoi solo il potere #_|a qualunque costo.
1825,2033,[ITA],"Jack,"
2270,2841,[ITA],non è il potere che voglio.
3190,4095,[ITA],Quello che volevo riprendermi|dai Patriots erano cose come #_
4096,4973,[ITA],"libertà, diritti civili, opportunità."
5252,5934,[ITA],I principi fondamentali di questo paese.
6548,7787,[ITA],Tutto quello che ora stanno per|cancellare con la loro censura digitale.
8289,8456,[ITA],"Jack,"
8735,8999,[ITA],ascoltami.
9222,9904,[ITA],Tutti gli uomini nascono con|una data di scadenza.
10086,10573,[ITA],Nessuno è immortale.
10992,11702,[ITA],La vita è solo un periodo di grazia #_
11716,12816,[ITA],per trasmettere il meglio dei nostri|geni alla prossima generazione.
1072,1754,[SPA],"Lo único que deseas es poder,|a cualquier precio."
1825,2033,[SPA],"Jack,"
2270,2841,[SPA],no es precisamente poder lo que quiero.
3190,4095,[SPA],Lo que quiero es retomar de Los Patriots|cosas como...
4096,4973,[SPA],"la libertad, los derechos civiles,|las oportunidades."
5252,5934,[SPA],Los principios morales que crearon|este país.
6548,7787,[SPA],Principios que desaparecerán con|la censura de la información digital.
8289,8456,[SPA],"Jack,"
8735,8999,[SPA],escúchame.
9222,9904,[SPA],"A todos nos va a llegar nuestra hora,|un día u otro."
10086,10573,[SPA],Nadie vive eternamente.
10992,11702,[SPA],La vida no es sino un período de gracia...
11716,12816,[SPA],y lo mejor de nuestro material genético|pasa a las próximas generaciones.
1072,1754,[JPN],そうまでして権力が欲しいか
1825,2883,[JPN],ジャック 私が欲しいのは権力ではない
3176,3914,[JPN],私が奴等から取り返したかったのは
3942,4972,[JPN],自由 権利 機会…
5238,6087,[JPN],…そう この国が誕生した当時の基本概念
6534,7843,[JPN],しかし今 それら全てが デジ夕ル上で|剥奪されようとしている
8289,8525,[JPN],ジャック
8749,9041,[JPN],よく聞け
9209,9947,[JPN],人の寿命には限界がある
10072,10615,[JPN],誰にでも寿命はある いつかは死ぬ
10992,11632,[JPN],寿命とは何だ？
11661,12831,[JPN],最適の遺伝子を後世に伝えるための|猶予期間だ
