Start Time,End Time,Lang ID,Text
0,766,[FRE],"Nous avons perdu le contact|avec la passerelle, niveau 5."
766,1365,[FRE],"Membres de l'unité de renfort,|allez voir ce qui se passe !"
13,765,[GER],"Wir haben den Kontakt zur |Brücke, Ebene 5, verloren."
780,1295,[GER],"Verstärkungstrupp,|Aufklären!"
27,737,[ENG],"We've lost contact with |the bridge, Level 5."
780,1281,[ENG],"Backup unit, check it out."
27,723,[JPN],船橋五階操舵室との|連絡が途絶えた
808,1253,[JPN],応援部隊 現場へ向かえ
27,1266,[ITA],"Addiamo perso il coutatto col ponte,|livello 5. Unità di rinforzo, andate.  "
27,1280,[SPA],"Hemos perdido contacto |con el puente, nivel 5."
