Start Time,End Time,Lang ID,Text
27,375,[ENG],He shot me!
445,1280,[ENG],I need all available men on |lookout for the intruder!
27,249,[JPN],撃たれた!
529,919,[JPN],敵が侵入しているぞ!!
933,1434,[JPN],総員索敵にあたれ!
27,375,[GER],Er hat mich erwischt!
431,1336,[GER],Alle verfügbaren Männer müssen |den Eindringling suchen!
27,375,[FRE],Il m'a tiré dessus !
445,1280,[FRE],Tous les hommes disponibles|doivent rechercher l'intrus !
27,375,[ITA],Mi ha ferito!
445,1280,[ITA],Mi servono tutti gli uomini disponibili|per localizzare l'intruso!
27,1266,[SPA],¡Me ha disparado! ¡Necesito que todos |los hombres disponibles estén alerta!
