Start Time,End Time,Lang ID,Text
0,877,[GER],Keine Spur vom verschwundenen Mann. |Nichts Ungewöhnliches entdeckt.
0,459,[FRE],Aucun signe de l'homme qui s'est|absenté sans permission.
459,876,[FRE],Je n'ai rien remarqué d'anormal.
0,473,[SPA],Ni rastro del hombre desaparecido. 
487,932,[SPA],Nada más para informar. 
13,430,[ENG],No sign of the|missing man. 
473,821,[ENG],Nothing else to report.
27,431,[ITA],Nessuna traccia dell'uomo scomparso.
487,793,[ITA],Nient'altro da riferire.
27,667,[JPN],連絡が途絶えた|隊員の姿はなかった
752,1100,[JPN],他に異状はない
