Start Time,End Time,Lang ID,Text
0,891,[GER],Bin grade dem Eindringling begegnet. |Schickt den Suchtrupp!
0,877,[FRE],Je viens de voir l'intrus.|Envoyez l'équipe de recherche !
27,417,[ENG],Just encountered|the intruder. 
431,821,[ENG],Send in the search team.
27,291,[JPN],敵と接触した
306,612,[JPN],応援部隊を回してくれ
27,444,[ITA],Mi sono appena imbattuto nell'intruso.
445,807,[ITA],Mandate la squadra di |perlustrazione.
27,417,[SPA],Acabo de encontrar al intruso. 
431,821,[SPA],Enviad al equipo de rastreo. 
