Start Time,End Time,Lang ID,Text
0,668,[GER],Hab' 'ne feindliche|Kugel abbekommen.
682,1754,[GER],Feindposition unbekannt. An |die Besatzung: seid wachsam.
0,654,[FRE],J'ai été touché par les tirs ennemis.
668,1726,[FRE],La position de l'ennemi est inconnue.|Tout le monde en alerte !
13,639,[ENG],Sustained gunshot hit |from enemy fire.
668,1085,[ENG],Enemy location|unknown. 
1100,1643,[ENG],"All personnel,|be on alert."
13,639,[SPA],El enemigo dispara|continuamente. 
668,1085,[SPA],Se desconoce la localización |del enemigo. 
1100,1643,[SPA],Que toda la sección esté |en estado de alerta.
27,626,[ITA],Sono stato ferito dal fuoco nemico.
682,1615,[ITA],Posizione del nemico ignota. Tutto il |personale rimanga all'erta!
27,444,[JPN],敵の銃撃を受けた
515,1183,[JPN],敵位置は不明|警戒を強化しろ!
