Start Time,End Time,Lang ID,Text
0,1044,[GER],Fehlender Soldat ist unauffindbar.|Sonst nichts zu berichten.
0,585,[FRE],Aucun signe de la sentinelle qui s'est|absentée sans permission.
599,989,[FRE],Rien d'autre à signaler.
0,640,[SPA],No he podido contactar con el |soldado ausente sin permiso.
640,1002,[SPA],Nada más para informar. 
27,556,[ENG],Unable to locate|the AWOL soldier.
613,933,[ENG],Nothing else to report.
27,835,[JPN],定時連絡に答えなかった|隊員は 発見できなかった
863,1169,[JPN],我々は帰投する
27,890,[ITA],Nessun segno della sentinella scomparsa.|Mi vogliono alla mia postazione.
