Start Time,End Time,Lang ID,Text
13,653,[GER],Wir haben den Kontakt|zu Deck-B verloren.
668,1169,[GER],"Verstärkungstrupp,|Aufklären!"
27,598,[ENG],We've lost contact |with Deck-B.
654,1169,[ENG],"Backup unit, check it out."
27,681,[JPN],船橋ニ階居住区との|連絡が途絶えた
766,1211,[JPN],応援部隊 現場へ向かえ
27,598,[FRE],Nous avons perdu le|contact avec le Pont B.
599,1225,[FRE],"Membres de l'unité de renfort,|allez voir ce qui se passe !"
27,598,[ITA],Abbiamo perso il contatto col Ponte-B.
654,1169,[ITA],"Unità di rinforzo, andate.  "
27,1169,[SPA],Hemos perdido contacto |con la Cubierta B.
