Start Time,End Time,Lang ID,Text
0,835,[FRE],"Membres de l'équipe de recherche,|rendez-vous sur le Pont D"
835,1364,[FRE],et protégez les escaliers.
1379,2312,[FRE],Empêchez l'intrus de pénétrer|dans la salle des moteurs.
13,1350,[GER],"Suchtrupp, begebt Euch nach|Deck-D und sichert die Treppe!"
1379,2242,[GER],Laßt den Eindringling nicht|zur Brücke gelangen!
27,235,[ENG],Understood.
278,486,[ENG],"Search team,"
543,1351,[ENG],head to Deck-D and |secure the stairs.
1393,2256,[ENG],Prevent the intruder from|gaining entry to the bridge.
27,890,[JPN],了解 船橋四階階段の|警備を増員する
919,1336,[JPN],敵を操舵室に入れるな!
27,235,[SPA],Entendido.
278,1350,[SPA],"Equipo de rastreo, diríjase a la|Cubierta D y proteja las escaleras."
1379,2242,[SPA],Impedid que el intruso entre |al puente.
41,1322,[ITA],"Squadra di perlustrazione, dirigetevi al |Ponte-D e proteggete le scale."
1379,2242,[ITA],Impedite all'intruso di penetrare nella |sala motori.
