Start Time,End Time,Lang ID,Text
0,585,[GER],Wir haben keinen Kontakt|mehr zu Deck-D.
585,1086,[GER],"Verstärkungstrupp,|Aufklären!"
0,571,[FRE],Nous avons perdu le|contact avec le pont D.
585,1170,[FRE],"Membres de l'unité de renfort,|allez voir ce qui se passe !"
13,556,[ENG],We've lost contact |with Deck-D.
585,1072,[ENG],"Backup unit, check it out."
13,556,[ITA],Abbiamo perso il contatto col Ponte-D.
585,1072,[ITA],"Unità di rinforzo, andate.    "
13,1071,[SPA],Hemos perdido contacto |con la Cubierta D.
27,723,[JPN],船橋四階居住区との|連絡が途絶えた
794,1239,[JPN],応援部隊 現場に向かえ
