Start Time,End Time,Lang ID,Text
0,1212,[GER],Keine Spur vom verschwundenen Mann. |Nichts Ungewöhnliches entdeckt.
13,570,[FRE],Aucun signe de l'homme qui s'est|absenté sans permission.
571,1128,[FRE],Je n'ai rien remarqué d'anormal.
13,598,[SPA],Ni rastro del hombre|desaparecido. 
613,1044,[SPA],Nada más para informar.
41,528,[ENG],No sign of the|missing man. 
613,1044,[ENG],Nothing else to report.
27,667,[JPN],連絡が途絶えた|隊員の姿はなかった
752,1100,[JPN],他に異状はない
41,528,[ITA],Nessuna traccia dell'uomo scomparso.
613,1044,[ITA],Nient'altro da riferire.
