Start Time,End Time,Lang ID,Text
0,362,[GER],Er hat mich erwischt!
376,1225,[GER],Alle verfügbaren Männer müssen |den Eindringling suchen!
0,348,[FRE],Il m'a tiré dessus !
376,1197,[FRE],Tous les hommes disponibles|doivent rechercher l'intrus !
27,305,[ITA],Mi ha ferito!
390,1128,[ITA],Mi servono tutti gli uomini disponibili|per localizzare l'intruso!
27,249,[JPN],撃たれた!
529,919,[JPN],敵が侵入しているぞ!!
933,1434,[JPN],総員索敵にあたれ!
41,291,[ENG],He shot me!
390,1114,[ENG],I need all available men on |lookout for the intruder!
41,291,[SPA],¡Me ha disparado! 
390,1114,[SPA],¡Necesito que todos los hombres |disponibles estén alerta! 
