Start Time,End Time,Lang ID,Text
0,1295,[GER],Habe Beweise für feindliches Eindringen.|An alle: Verstärkt die Patrouillen!
0,571,[FRE],Je vois des traces d'intrusion ennemie.
571,1281,[FRE],Augmentez le nombre|de patrouilles !
27,542,[ENG],I see signs of|enemy intrusion. 
599,1212,[ENG],"All personnel,|increase patrols!"
27,514,[JPN],敵侵入の痕跡を発見した
543,988,[JPN],総員パトロールを強化しろ!
27,542,[ITA],Vedo segni dell'intrusione del nemico.
585,1211,[ITA],Tutto il personale aumenti le pattuglie!
27,542,[SPA],Veo indicios de una intrusión enemiga. 
599,1212,[SPA],"¡A todas las unidades, |aumentad el número de patrullas! "
