Start Time,End Time,Lang ID,Text
13,1030,[GER],Sende weitere Einheit zum|Dach von Strebe E.
1044,1684,[GER],Laßt den Feind nicht|entkommen!
27,1030,[FRE],J'envoie une unité supplémentaire |sur le toit de l'Etai E. 
1044,1587,[FRE],Ne laissez pas filer l'ennemi ! 
27,166,[JPN],了解#ー
208,821,[JPN],増援部隊をE脚屋上に送る
849,1127,[JPN],敵を逃がすな!
41,222,[ENG],Understood. 
292,1044,[ENG],I'm sending an additional|unit to the roof of Strut E. 
1044,1587,[ENG],Don't let the enemy|get away!
83,1030,[ITA],Ora mando un'altra unità sul |tetto del Supporto E.
1044,1587,[ITA],Non lasciatevi sfuggire il nemico!
278,1615,[SPA],He enviado una unidad adicional |al tejado del Soporte E. 
