Start Time,End Time,Lang ID,Text
0,1128,[GER],Eindringling unbekannter Herkunft |gesichtet. Erbitte Verstärkung.
0,1086,[FRE],Intrus d'origine inconnue repéré.|Demande de renforts.
13,584,[ENG],Intruder of unknown|origin sighted. 
599,1044,[ENG],Requesting reinforcements.
13,570,[ITA],Avvistato intruso|di ignota provenienza.
613,1017,[ITA],Richiediamo rinforzi.
13,584,[SPA],Divisado un intruso de |origen desconocido. 
599,1044,[SPA],Solicito refuerzos. 
41,445,[JPN],所属不明の男を発見 
459,737,[JPN],応援をよこしてくれ
