Start Time,End Time,Lang ID,Text
13,1113,[GER],Ich will eine zusätzliche Einheit|im Speiseraum von Strebe C.
1128,1601,[GER],Laßt ihn nicht entkommen!
13,1545,[SPA],Quiero una unidad adicional |en el comedor del Soporte C. 
27,208,[ENG],Understood.
292,1127,[ENG],I want an additional unit sent |to the Strut C Dining Room.
1128,1545,[ENG],Don't let him get away!
27,807,[JPN],了解 増援部隊|C脚食堂へ向かえ
821,1113,[JPN],奴を逃がすな!
27,208,[FRE],Compris !
292,1545,[FRE],Je veux une unité supplémentaire|au réfectoire de l'Etai C.
41,1113,[ITA],Voglio un'altra unità alla Sala da Pranzo |nel Supporto C. 
1128,1545,[ITA],Non lasciatevelo scappare!
