Start Time,End Time,Lang ID,Text
13,946,[FRE],"Membres de l'unité de renfort,|rendez-vous vers le Pont B."
961,1880,[FRE],Protégez les escaliers situés|à bâbord de toute intrusion.
27,291,[ENG],Understood.
334,960,[ENG],"Backup unit, |head to Deck-B."
1003,1797,[ENG],Secure the port-side |staircase against intrusion.
27,737,[JPN],了解 船橋ニ階|居住区を増員する
766,1156,[JPN],左舷階段を固めろ
27,904,[GER],"Verstärkungseinheit,|geht zu Deck-B!"
919,1866,[GER],Sichert die Treppe auf der |Backbordseite gegen ein Eindringen!
27,291,[SPA],Entendido.
334,960,[SPA],"Unidad de apoyo, diríjase a la Cubierta B."
1003,1797,[SPA],Proteged las escaleras de babor |frente a cualquier intrusión.
41,946,[ITA],"Unità di rinforzo, dirigetevi al Ponte-B."
1003,1797,[ITA],Proteggete la scala sinistra dai tentativi|di intrusione.
