Start Time,End Time,Lang ID,Text
0,1184,[FRE],J'envoie d'autres hommes aux escaliers|à tribord de la salle des moteurs.
1198,1643,[FRE],Intensifiez les patrouilles.
13,876,[SPA],Envío más hombres a |las escaleras de babor
891,1601,[SPA],que se dirigen a la sala|de máquinas. 
27,249,[ENG],Understood.
278,891,[ENG],I'm sending more men to |the starboard stairway
891,1601,[ENG],of the engine room. |Increase patrols.
27,932,[JPN],わかった 機関室|右舷階段の警備を増員する
1003,1351,[JPN],パトロールを強化せよ
27,1183,[GER],Ich schicke weitere Männer zur |Steuerbordtreppe des Maschinenraums!
1198,1615,[GER],Patrouillen verstärken!
41,1587,[ITA],Sto mandando altri uomini alla scala |destra della sala motori.
