Start Time,End Time,Lang ID,Text
0,891,[GER],Keine Spur vom vermißten Mann. |Alles scheint ruhig zu sein.
0,417,[FRE],Aucun signe|de l'homme manquant.
417,821,[FRE],Tout semble normal.
13,375,[ENG],No sign of the|missing man. 
417,779,[ENG],Everything|else is normal.
13,375,[ITA],Nessuna traccia dell'uomo scomparso. 
417,779,[ITA],Tutto il resto è normale.
13,375,[SPA],Ni rastro del hombre desaparecido. 
417,779,[SPA],Todo lo demás está normal.
27,528,[JPN],連絡が途絶えた隊員は|発見できず
585,947,[JPN],他に異状は見当たらない
