Start Time,End Time,Lang ID,Text
27,319,[ENG],Understood.
334,696,[ENG],I want an|additional unit
696,1211,[ENG],on the starboard|side of Deck-C. 
1239,1782,[ENG],Cut off and surround|the target.
27,194,[JPN],了解#ー
236,904,[JPN],増援部隊 船橋三階|右舷に向かえ
933,1239,[JPN],敵を包囲せよ
27,1183,[GER],Ich will eine weitere Einheit an |Steuerbord auf Deck-C.
1198,1852,[GER],Schneidet ihnen den Weg ab|und umstellt sie.
27,1824,[FRE],Je veux qu'une unité supplémentaire|se rende à tribord du Pont C.
27,319,[SPA],Entendido.
334,1211,[SPA],"Quiero una unidad más |en estribor, Cubierta C."
1239,1782,[SPA],Cortad y rodead al objetivo.
55,1768,[ITA],Voglio un'altra unità al lato destro del |Ponte-C.
