Start Time,End Time,Lang ID,Text
13,1768,[SPA],"Aumentad las defensas en la Cubierta D,|zona de estribor. "
27,277,[ENG],Understood.
376,1225,[ENG],"Increase defenses on |Deck-D, starboard side."
1239,1740,[ENG],Watch for the target.
27,723,[JPN],了解 船橋四階 右舷増員
752,1058,[JPN],警戒を強化せよ
27,1225,[GER],"Erhöhe die Verteidigungskraft|auf Deck-D, Steuerbordseite."
1239,1740,[GER],Achtet auf das Ziel!
27,277,[FRE],Compris.
292,1225,[FRE],"Renforcez la défense du|Pont D, à tribord."
1239,1740,[FRE],Gardez la cible à l'œil.
41,1712,[ITA],"Intensificate le difese sul Ponte-D, lato |destro."
