Start Time,End Time,Lang ID,Text
13,821,[GER],"Suchtrupp, begebt|Euch zum Maschinenraum!"
821,1294,[GER],Sichert die Backbordtreppe !
13,1294,[FRE],"Membres de l'équipe de recherche,|dirigez-vous vers la salle des moteurs."
27,249,[ENG],Understood.
278,793,[ENG],"Search team, head|to the engine room. "
808,1253,[ENG],Secure the port stairway!
27,249,[SPA],Entendido.
278,807,[SPA],"Equipo de rastreo, diríjase |a la sala de máquinas."
808,1253,[SPA],¡Proteged las escaleras|de babor!
27,793,[JPN],了解 応援部隊|機関室に向かえ
808,1267,[JPN],左舷階段を固めろ!
41,1239,[ITA],"Squadra di perlustrazione, dirigetevi alla |sala motori. Proteggete la scala sinistra!"
