Start Time,End Time,Lang ID,Text
13,737,[FRE],L'équipe d'attaque|reprend ses positions.
752,1504,[FRE],Les autres unités|restent en alerte.
27,737,[ENG],"Assault team, return |to your positions."
752,1462,[ENG],"All other units, maintain |alert status."
27,737,[GER],Angriffstrupp züruck|an Positionen.
752,1462,[GER],Alle anderen Einheiten:|Alarmzustand.
27,737,[ITA],"Squadra d'assalto,|tornate alle vostre posizioni."
752,1462,[ITA],Tutte le altre unità mantengano|lo stato di allerta.
27,737,[SPA],"Equipo de asalto, volved a|vuestras posiciones."
752,1518,[SPA],"Para el resto de las unidades,|continúa el estado de alerta."
27,737,[JPN],攻撃チーム 配置に戻れ
752,1490,[JPN],警戒チーム|引き続き警戒せよ
