Start Time,End Time,Lang ID,Text
13,249,[ENG],Understood.
292,1211,[ENG],"A backup unit is on its way |to Deck-A, crew's quarters."
1267,1657,[ENG],Secure the starboard.
13,1294,[GER],"Eine Verstärkungseinheit ist auf dem|Weg zu Deck-A, Mannschaftsquartiere."
1309,1713,[GER],Sichert Steuerbord ab.
13,1211,[FRE],"Une unité de renfort se dirige|vers le Pont A, dans la zone"
1226,1713,[FRE],des quartiers de l'équipage.
13,249,[SPA],Entendido.
292,1211,[SPA],"Hay una unidad de apoyo |que se dirige a la Cubierta A,"
1267,1657,[SPA],a las dependencias de los |tripulantes. Asegurad el estribor.
13,1225,[JPN],了解 船橋一階居住区に|応援部隊を派遣する
55,1629,[ITA],"Ho inviato un'unità di rinforzo al |Ponte-A, zona equipaggio."
1267,1684,[JPN],右舷を固めろ
