Start Time,End Time,Lang ID,Text
13,862,[ENG],Sustained gunshot hit |from enemy fire.
877,2214,[ENG],"Enemy location unknown. |All personnel, be on alert."
13,862,[GER],Hab' 'ne feindliche|Kugel abbekommen.
877,2256,[GER],Feindposition unbekannt. An |die Besatzung: seid wachsam.
13,862,[FRE],J'ai été touché par les tirs ennemis.
877,2214,[FRE],La position de l'ennemi est inconnue.|Tout le monde en alerte !
13,862,[ITA],Sono stato ferito dal fuoco nemico.
877,2214,[ITA],Posizione del nemico ignota. Tutto il |personale rimanga all'erta!
13,848,[SPA],El enemigo dispara|continuamente. 
877,1559,[SPA],Se desconoce la |localización del enemigo. 
1574,2214,[SPA],Que toda la sección esté |en estado de alerta.
27,862,[JPN],敵の銃撃を受けた
877,2256,[JPN],敵位置は不明|警戒を強化しろ!
