Start Time,End Time,Lang ID,Text
0,1058,[GER],"Ich werde angegriffen. Weiß nicht, |wo er ist. Sicherheit verstärken!"
0,1044,[FRE],L'ennemi m'attaque ! Je ne sais pas où|il est. Renforcez la sécurité.
13,653,[ENG],Being attacked!|I don't know where he is. 
668,974,[ENG],Tighten security.
13,639,[ITA],Mi sta attaccando. |Non so dove sia.
668,960,[ITA],Intensificate la sorveglianza.
13,653,[SPA],Me están atacando. No sé dónde está.
668,974,[SPA],Intensificad la seguridad. 
13,291,[JPN],敵襲を受けている
334,1002,[JPN],どこにいるかはわからない|警備を強化しろ
