Start Time,End Time,Lang ID,Text
13,988,[GER],Ich sende Verstärkung zum|unteren Bereich von Strebe D.
1003,1560,[GER],Verschärft die Sicherheitsmaßnahmen.
13,1113,[FRE],J'expédie des renforts vers la |partie inférieure de l'Etai D. 
1156,1476,[FRE],Intensifiez la sécurité ! 
13,1475,[SPA],He mandado refuerzos a la |zona inferior del Soporte D. 
27,235,[ENG],Understood. 
320,1114,[ENG],Sending reinforcements to|the lower area of Strut D. 
1156,1476,[ENG],Boost up security.
27,235,[ITA],Ricevuto.
320,1114,[ITA],Ora mando rinforzi all'area |inferiore del Supporto D.
1156,1476,[ITA],Rafforzate la sorveglianza.
27,1127,[JPN],了解 D脚・下層部へ|増員を送る
1142,1518,[JPN],警備を強化しろ
