Start Time,End Time,Lang ID,Text
13,208,[ENG],Understood.
208,890,[ENG],Additional men are being |sent to the port stairway.
905,1350,[ENG],Stop the enemy's progress.
13,890,[JPN],了解 応援を|左舷階段に派遣する
919,1364,[JPN],敵の前進を阻止せよ!
27,1392,[GER], Zusätzliche Männer wurden|zur Backbordtreppe geschickt.
27,779,[FRE],Des hommes supplémentaires|sont envoyés
794,1393,[FRE],vers les escaliers|à bâbord.
27,208,[SPA],Entendido.
208,890,[SPA],Se envían más hombres |a las escaleras de babor.
891,1350,[SPA],Detened el avance|del enemigo.
41,1336,[ITA],Ho mandato altri uomini alla scala |sinistra.
