Start Time,End Time,Lang ID,Text
27,249,[ENG],Understood.
250,612,[ENG],I'm sending |a backup unit#ー
613,1184,[ENG],to the dining hall |on Deck-D.
1239,1698,[ENG],Surround the target.
27,1726,[GER],Ich schicke eine Verstärkungseinheit|zum Speiseraum auf Deck-D.
27,1740,[FRE],J'envoie une unité de renfort|dans le réfectoire du Pont D.
27,249,[SPA],Entendido.
250,1183,[SPA],Envío una unidad de apoyo |al comedor de la Cubierta D.
1239,1698,[SPA],Rodead al objetivo.
27,1211,[JPN],了解 増援部隊を|船橋四階食堂に送る
1226,1713,[JPN],敵を包囲せよ
41,1684,[ITA],Ora invio un'unità di rinforzo alla sala da| pranzo sul Ponte-D.
