Start Time,End Time,Lang ID,Text
0,1281,[GER],"Ich werde angegriffen. Weiß nicht, |wo er ist. Sicherheit verstärken!"
13,765,[ENG],Being attacked! |I don't know where he is. 
794,1142,[ENG],Tighten security.
13,1225,[FRE],L'ennemi m'attaque ! Je ne sais pas|où il est. Renforcez la sécurité.
13,765,[ITA],Mi sta attaccando. |Non so dove sia.
794,1142,[ITA],Intensificate la sorveglianza.
13,765,[SPA],Me están atacando. |No sé dónde está. 
794,1142,[SPA],Intensificad la seguridad. 
13,305,[JPN],敵襲を受けている
320,1169,[JPN],どこにいるかはわからない|警備を強化しろ
