Start Time,End Time,Lang ID,Text
13,1183,[GER],Verstärkungskommando nach Deck-D.|Sichert den  Kombüsenbereich.
13,667,[FRE],"Membres de l'équipe de soutien,|allez sur le Pont D !"
682,1211,[FRE],Protégez la zone|de la coquerie !
27,249,[ENG],Understood.
292,696,[ENG],Backup squad to Deck-D.
710,1141,[ENG],Secure the galley area.
27,249,[SPA],Entendido.
306,1141,[SPA],Pelotón de apoyo a la Cubierta D.|Proteja la zona de galeras.
27,263,[JPN],了解#ー
278,1197,[JPN],応援部隊 船橋四階|居住区へ向かえ 食堂を固めろ
41,1127,[ITA],Squadra di rinforzo al Ponte-D. |Proteggete l'area della cambusa.
