Start Time,End Time,Lang ID,Text
0,1072,[GER],Sicherheitsverstoß im Bereich. |Alarm für die ganze Besatzung.
0,1072,[FRE],Le système de sécurité a été violé|dans cette zone. Alerte générale !
13,472,[JPN],敵がこのエリアにいるぞ
501,1002,[JPN],警備を強化しろ
27,472,[ENG],Security breach|in the area. 
487,1002,[ENG],General alert to|all personnel.
27,472,[ITA],Hanno fatto breccia nella |sorveglianzadi quest'area. 
487,988,[ITA],Allarme a tutto il personale.
27,472,[SPA],Peligra la seguridad en la zona. 
487,1002,[SPA],Alerta general a toda la sección.
