Start Time,End Time,Lang ID,Text
334,654,[ENG],"Can't tell me, huh?"
780,1058,[ENG],Fine with me...
2075,2339,[ENG],I don't smoke.
2577,3217,[ENG],Keep it anyway. May come in handy.
5154,5474,[ENG],Take this too.
7049,7411,[ENG],Here. Take this...
9404,9724,[ENG],Come in Alpha Zero!
9766,10699,[ENG],"This is Bravo Zero, currently at the|bridge between Struts B and C."
10741,10949,[ENG],The President is --
11591,12022,[ENG],Damn! I can't hit this thing! 
12079,12469,[ENG],It's like some bad dream --
12566,13137,[ENG],"Alpha! Anyone! Come in, all Alpha!"
13151,13499,[ENG],This is Bravo Zero!
13681,14112,[ENG],Aren't you going to answer him!?
15812,16202,[ENG],Aaah!!!
17860,18333,[ENG],The BC connecting bridge.
19170,19796,[ENG],We need to get there.|Can you handle it?
19880,20311,[ENG],I need a few more minutes.
20828,22137,[ENG],Remember my frequency -- it's 141.80.
22291,23029,[ENG],141.80. Got it.
23071,23739,[ENG],I've been briefed on this plant's layout.
23740,24812,[ENG],"If you need information on the place|or about Dead Cell, contact me."
24910,25495,[ENG],"You're using nano communication,|right?"
25606,26191,[ENG],Yeah. But I can patch into|your frequency.
334,654,[GER],Du kannst es mir nicht sagen?
780,1058,[GER],Na gut.
2075,2339,[GER],Ich bin Nichtraucher.
2577,3217,[GER],Behalte sie trotzdem.|Könnte noch mal nützlich sein.
5154,5474,[GER],Nimm auch dafür.
7049,7411,[GER],"Hier, nimm das dafür."
9404,9724,[GER],Alpha zero bitte kommen!
9766,10699,[GER],"Hier Bravo zero, momentan auf der |Brücke zwischen den Streben B und C."
10741,10949,[GER],Der Präsident ist.
11591,12022,[GER],Verdammt! Ich kann es nicht treffen!
12079,12469,[GER],Es ist wie ein Albtraum.
12566,13137,[GER],"Alpha! Ist da jemand!|Alpha, bitte kommen!"
13151,13499,[GER],Hier Bravo zero!
13681,14112,[GER],Willst Du nicht antworten!?
17860,18333,[GER],Die Verbindungsbrücke B-C.
19170,19796,[GER],Wir müssen dahin. Schaffst Du das?
19880,20311,[GER],Ich brauche noch ein paar Minuten.
20828,22137,[GER],Vergiß meine Frequenz nicht - 141.80.
22291,23029,[GER],"141,80. Verstanden."
23071,23739,[GER],Ich habe den Lageplan|der Anlage gesehen.
23754,24562,[GER],"Wenn Du etwas über die Anlage|oder Dead Cell wissen möchtest,"
24562,24868,[GER],ruf' mich an.
24910,25495,[GER],"Du benutzt Nano-Kommunikationstechnik,|stimmt's?"
25606,26191,[GER],"Ja, aber ich kann auch Deine|Frequenz benutzen"
334,654,[ITA],"Non puoi dirmelo, eh?"
780,1058,[ITA],Vuoi?
2075,2339,[ITA],"No, non fumo."
2577,3217,[ITA],"Prendila, dai. Ti può seruire."
5154,5474,[ITA],Prendi anche questo.
7049,7411,[ITA],Ecco. Tieni questo...
9404,9724,[ITA],"Alfa Zero, rispondete!"
9766,10699,[ITA],"Qui Bravo Zero, attuale posizione:|il ponte fra i Supporti B e C."
10741,10949,[ITA],Il Presidente è #_
11591,12022,[ITA],Dannazione! Non riesco a colpirla.
12079,12469,[ITA],È come un incubo...
12566,13137,[ITA],"Alfa! Qualcuno! Alfa, mi ricevete?"
13151,13499,[ITA],Qui Bravo Zero!
13681,14112,[ITA],Ma non gli rispondi!?
17860,18333,[ITA],Il ponte che collega B e C.
19170,19796,[ITA],Dobbiamo arrivarci. Puoi farcela?
19880,20311,[ITA],Mi serve ancora qualche minuto.
20828,22137,[ITA],"Ricordati la mia frequenza, 141.80."
22291,23029,[ITA],"141,80, va bene."
23071,23739,[ITA],Mi hanno informato sulla planimetria|dell'impianto.
23740,24812,[ITA],"Se ti servono informazioni sul posto o|su Dead Cell, contattami."
24910,25495,[ITA],"Tu usi le nanocomunicazioni, vero?"
25606,26191,[ITA],Sì. Ma posso sintonizzarmi sulla|tua frequenza.
334,1072,[SPA],"No me lo puedes decir, ¿eh?|Está bien..."
2075,2339,[SPA],No fumo.
2577,3217,[SPA],"Quédatelo de todas las formas,|te puede ser útil."
5154,5474,[SPA],Toma también esto.
7049,7411,[SPA],Toma. Coge esto...
9404,9724,[SPA],¡Llamando a Alpha Zero!
9766,10699,[SPA],"Aquí Bravo Zero, situación actual|en el puente entre el Soporte B y C."
10741,10949,[SPA],El Presidente está ...
11591,12022,[SPA],¡Mierda! ¡No puedo darle!
12079,12469,[SPA],Esto es como una pesadilla...
12566,13137,[SPA],¡Alpha! ¡Contesta!|¡Llamando a todo el Equipo Alpha!
13151,13499,[SPA],¡Aquí Bravo Zero!
13681,14112,[SPA],¿¡No le vas a contestar!?
17860,18333,[SPA],El puente de conexión B/C.
19100,19866,[SPA],Tenemos que llegar allí. ¿Tienes|fuerzas para llegar hasta allí?
19880,20311,[SPA],Necesito unos minutos más.
20828,22137,[SPA],"Recuerda mi frecuencia, es 141.80."
22291,23029,[SPA],141.80. Vale.
23071,23739,[SPA],Tengo mucha información sobre|la estructura de este lugar.
23740,24812,[SPA],"Si necesitas cualquier información sobre|el Big Shell o sobre Dead Cell, llámame."
24910,25495,[SPA],"Utilizas un sistema de comunicación|nano, ¿verdad?"
25606,26191,[SPA],Sí. Pero puedo conectarme|en tu frecuencia.
348,696,[FRE],"Tu ne peux rien me dire, hein ?"
794,1086,[FRE],Comme tu voudras...
2103,2395,[FRE],Je ne fume pas.
2605,3273,[FRE],Garde-la quand même... Ça peut servir.
5168,5516,[FRE],"Prends-ça, aussi."
7049,7425,[FRE],Tiens. Prends donc ça...
9404,9724,[FRE],"Viens au rapport, Alpha Zéro !"
9752,10699,[FRE],Ici Bravo Zéro. Je suis sur la passerelle|entre les Etais B et C.
10727,11005,[FRE],Le président est --
11605,12022,[FRE],Mince ! J'arrive pas à dégommer |ce truc !
12092,12468,[FRE],Un vrai cauchemar --
12566,13137,[FRE],"Alpha ! Y'a quelqu'un ?|Répondez, membres d'Alpha !"
13207,13485,[FRE],Ici Bravo Zéro !|
13681,14140,[FRE],Tu ne vas pas lui répondre !?
15757,16383,[FRE],Aaaah !!!
17832,18389,[FRE],La passerelle de connexion B-C...
19184,19838,[FRE],Il faut y aller. Tu tiendras le coup ?
19880,20297,[FRE],J'ai besoin de quelques minutes |supplémentaires.
20842,22123,[FRE],Souviens-toi de ma fréquence -- |c'est 141.80.
22305,23057,[FRE],141.80. C'est noté.
23099,23739,[FRE],J'ai été briefé sur la structure|de l'installation.
23767,24463,[FRE],"Si tu as besoin d'informations|sur cet endroit ou sur la Dead Cell,"
24464,24909,[FRE],contacte-moi.
24938,25537,[FRE],"Tu utilises la nano-communication,|non ?"
25620,26233,[FRE],Ouais. Mais je peux capter ta fréquence.
348,640,[JPN],答えられないか？
1086,1253,[JPN],まあいい…
2075,2325,[JPN],…夕バコは吸わない
2605,3273,[JPN],そう言うな 役に立つこともある
4987,5516,[JPN],ついでだ これも持って行くといい…
7049,7439,[JPN],代わりに これを…
9348,9752,[JPN],アルファ・ゼロ！ 聞こえるか？
9822,10462,[JPN],こちらブラボー・ゼロ BC連絡橋だ
10532,10754,[JPN],大統領が！
11493,11743,[JPN],ダメだ！
11786,12482,[JPN],弾が当たらない！！ 化け物か…
12622,13179,[JPN],オール・アルファ！！ 誰か応答しろ！
13277,13583,[JPN],こちらブラボー・ゼロ！
13695,13959,[JPN],どうして出ない？
17972,18529,[JPN],…BC連絡橋か
19253,19810,[JPN],行かなければ 動けるか？
19866,20437,[JPN],いや ちょっと休ませてくれ
20842,21413,[JPN],無線機の周波数を教えておく…
21483,22109,[JPN],…141.80だ
22346,22917,[JPN],141.80だな
23113,23712,[JPN],俺はブリーフィングを受けてきている
23740,24770,[JPN],この施設やデッドセルのことについて|聞きたければ連絡しろ
25007,25438,[JPN],通信はナノマシンだな？
25620,26219,[JPN],そうだ そっちの無線機にもつなげる
