Start Time,End Time,Lang ID,Text
947,1518,[SPA],¿Qué demonios crees que|estás haciendo?
2117,3008,[SPA],"Le he pedido que me quite esto.|Estoy herido, ¿no lo ves?"
3650,4722,[SPA],Siempre supe que los de DIA no sabían|ni siquiera mentir.
4848,5210,[SPA],"¿Qué, qué estás diciendo?"
5419,5920,[SPA],No hace falta que disimules.
6171,6630,[SPA],"Sabemos quien eres,"
6715,7174,[SPA],el Coronel Ames.
7662,8470,[SPA],Ellos sabían que el Presidente|les iba a traicionar.
8832,9431,[SPA],"Así que te enviaron para que no|le perdieras de vista,"
9766,10044,[SPA],¿me equivoco?
10421,10602,[SPA],¡Tú...!
11006,11995,[SPA],¡Lo siento Coronel! Pero has sido|incapaz de llevar a cabo tu trabajo.
12079,12747,[SPA],Nunca saldrás con vida|de La-li-lu-le-lo...
12942,13206,[SPA],¿Eso crees?
14308,14544,[SPA],¡Qué demonios...!
14907,15143,[SPA],Tú --
15241,15519,[SPA],tú --
15617,15923,[SPA],Me has engañado...
16119,16550,[SPA],"Ahora lo entiendo,"
16788,17038,[SPA],"Ocelot,"
17233,17400,[SPA],tú eres...
20702,21273,[SPA],"Y tú, ¿para quien trabajas?"
21692,22123,[SPA],¡Déjame ver tu cara!
22932,23391,[SPA],¿Sabes quién es?
23475,24171,[SPA],No. No es uno de los nuestros.
24952,25356,[SPA],¡Identifícate!
26456,27236,[SPA],"Ah, por fin nos encontramos..."
32071,32865,[SPA],¡Parad el fuego!|¡Necesitamos a los rehenes vivos!
32963,33367,[SPA],¡Rápido! ¡Huye!
34593,35108,[SPA],¿Tú? ¿Pero si estabas muerto?
39107,39497,[SPA],¡Déjame esto a mí!
961,1420,[ENG],What do you think you're doing?
2117,3008,[ENG],"I asked him to remove these. |I'm ill, you see."
3650,4722,[ENG],I always knew that the DIA turned out|second-rate liars.
4848,5210,[ENG],W-what are you talking about?
5419,5920,[ENG],No need for denials.
6171,6630,[ENG],We know what you are --
6715,7174,[ENG],Colonel Ames.
7662,8470,[ENG],They knew that the President was |planning to betray them.
8832,9431,[ENG],So they sent you in to keep tabs |on him.
9766,10044,[ENG],Am I right?
10421,10602,[ENG],You -- !
11006,11995,[ENG],"Sorry, Colonel. You failed to carry out|your duties."
12079,12747,[ENG],You'll never escape |the La-li-lu-le-lo --
12942,13206,[ENG],Is that so?
14308,14544,[ENG],What the -- !
14907,15143,[ENG],You --
15241,15519,[ENG],you --
15617,15923,[ENG],you tricked me...
16119,16550,[ENG],I understand now --
16788,17038,[ENG],Ocelot...
17233,17400,[ENG],you're --
20702,21273,[ENG],You -- which team are you with?
21692,22123,[ENG],Show me your face!
22932,23391,[ENG],You know who he is?
23475,24171,[ENG],No. He's not one of mine.
24952,25356,[ENG],Identify yourself!
26456,27236,[ENG],"Hm, we meet at last..."
32071,32865,[ENG],Hold your fire! We need|the hostages alive!
32963,33367,[ENG],Hurry! Get away!
34593,35108,[ENG],You? But you died!?
39107,39497,[ENG],Leave this to me!
961,1420,[GER],Was machst Du denn da?
2117,3008,[GER],"Ich bat ihn, sie mir abzunehmen.|Weißt Du, ich bin krank."
3650,4722,[GER],"Ich wußte schon immer, daß aus der DIA|nur mittelmäßige Lügner hervorgehen."
4848,5210,[GER],Wovon sprichst Du?
5419,5920,[GER],Kein Grund zum Leugnen.
6171,6630,[GER],"Wir wissen, wer Du bist -"
6715,7174,[GER],Oberst Ames.
7662,8470,[GER],"Sie wußten, daß der Präsident|sie verraten wollte."
8832,9431,[GER],"Darum schickten sie Dich, um ihn in|Schach zu halten."
9766,10044,[GER],Stimmt's?
10421,10602,[GER],Du!
11006,11995,[GER],"Tut mir leid, Oberst. Du bist Deinen|Pflichten nicht nachgekommen."
12079,12747,[GER],Du entkommst den La-li-lu-le-lo -- nie.
12942,13206,[GER],Ach ja?
14308,14544,[GER],Was zum!
14907,15143,[GER],Du #_
15241,15519,[GER],du #_
15617,15923,[GER],du hast mich ausgetrickst.
16119,16550,[GER],Ich verstehe jetzt.
16788,17038,[GER],Ocelot.
17233,17400,[GER],Du bist.
20702,21273,[GER],Du - zu welchem Team gehörst Du?
21692,22123,[GER],Zeig mir Dein Gesicht!
22932,23391,[GER],Kennst Du ihn?
23475,24171,[GER],"Nein, er ist keiner von meinen Männern."
24952,25356,[GER],Identifiziere Dich!
26456,27236,[GER],Hmm. Endlich begegnen wir uns.
