Start Time,End Time,Lang ID,Text
543,738,[ENG],What's up?
780,1044,[ENG],Take a look.
4137,4415,[ENG],What the hell...?
4625,5098,[ENG],A Navy Captain...
6478,6645,[ENG],Aghh...
8038,8330,[ENG],You all right?
8805,9083,[ENG],Give me a few minutes.
9696,10420,[ENG],Must have lost a few more|pints than I thought.
11284,11855,[ENG],What was that man -- just now?
12106,12691,[ENG],That bloodsucking freak?
13137,13485,[ENG],That was Vamp...
543,724,[JPN],どうした？
835,1057,[JPN],見てみろ
4165,4332,[JPN],何だ…？
4513,4986,[JPN],…海軍大佐…
6450,6603,[JPN],む
8094,8289,[JPN],大丈夫か？
9167,9557,[JPN],少し休ませてくれ
9682,10336,[JPN],出血が思ったよりひどかったようだ
543,738,[GER],Was ist los?
780,1044,[GER],Sieh selbst.
4137,4415,[GER],Was zum Teufel?
4625,5098,[GER],Ein Hauptmann der Marine.
6478,6645,[GER],Aaahh.
8038,8330,[GER],Bist Du OK?
8805,9083,[GER],Gib' mir einen Moment.
9696,10420,[GER],"Ich habe wohl doch mehr Blut verloren,|als ich dachte."
11284,11855,[GER],Was war das für ein Mann - eben?
12106,12691,[GER],Der blutsaugende Freak?
13137,13485,[GER],Das war Vamp.
543,738,[FRE],Quoi de neuf ?
780,1044,[FRE],Regarde ça !
4137,4415,[FRE],Que diable...?
4625,5098,[FRE],Un Capitaine de la Marine...
6478,6645,[FRE],Aghh...
8038,8330,[FRE],Tu vas bien ?
8805,9083,[FRE],Donne-moi quelques minutes.
9696,10420,[FRE],J'ai dû perdre plus de sang|que je ne pensais.
11284,11855,[FRE],"C'était quoi, cet homme --|celui qu'on vient de voir ?"
12106,12691,[FRE],Ce monstre suceur de sang ?
13137,13485,[FRE],C'était Vamp...
543,738,[ITA],Che c'è?
780,1044,[ITA],Guarda qui.
4137,4415,[ITA],Che diavolo...?
4625,5098,[ITA],Un capitano della Marina...
8038,8330,[ITA],Tutto a posto?
8805,9083,[ITA],Dammi qualche minuto...
9696,10420,[ITA],Credo di aver perso più sangue di|quanto pensassi.
11270,11924,[ITA],Che cosa era quell'uomo proprio ora?
12106,12691,[ITA],Quella sanguisuga?
13137,13485,[ITA],Era un Vamp...
543,738,[SPA],¿Qué pasa?
780,1044,[SPA],Echa un vistazo.
4137,4415,[SPA],¿Qué demonios ...?
4625,5098,[SPA],Un Capitán de la Marina ...
8038,8330,[SPA],¿Te encuentras bien?
8805,9083,[SPA],Dame unos minutos.
9696,10420,[SPA],He perdido más sangre|de lo que pensaba.
11284,11855,[SPA],¿Ese hombre ... qué demonios era?
12106,12691,[SPA],¿Ese asqueroso chupasangre?
13137,13485,[SPA],Era Vamp...
11215,11479,[JPN],さっきの男…
11605,11827,[JPN],…あれは何だ？
12079,12524,[JPN],あの吸血鬼か？
13096,13458,[JPN],あれはヴァンプ…
