Start Time,End Time,Lang ID,Text
14071,14475,[FRE],Uaaagh !
15408,15547,[FRE],Mince !
15826,16076,[FRE],Je n'arrive pas à l'avoir !
16342,17024,[FRE],Aaaargh !
18264,19016,[FRE],Aa Aa Aaaargh !!
19031,19769,[FRE],"Alpha Zéro, répondez, Alpha Zéro !"
24882,25007,[FRE],Aah !
25244,25550,[FRE],"Oh non, non !"
37086,37545,[FRE],"Membres de l'équipe Alpha, |au rapport !"
38605,39218,[FRE],"Que se passe-t-il ? Alpha, répondez !"
48747,48928,[FRE],!!
56229,56758,[FRE],"Tu es quoi, au juste ?"
59851,60394,[FRE],"Et de cinq, pour aujourd'hui..."
61119,61843,[FRE],"Voire six, qui sait ?"
66511,66706,[FRE],Descends !!
74577,74772,[FRE],Où est-il ?
78158,78297,[FRE],Agh !
81446,81585,[FRE],Urgh...!
83522,84302,[FRE],Hmmm ? Étrange odeur...
85960,86433,[FRE],Ton odeur ressemble à -- !
87033,87562,[FRE],Es-tu -- il n'y a pas de doute !
87687,88230,[FRE],Tire-lui dessus !|Qu'est-ce que tu attends !?
89889,89986,[FRE],!
90376,90501,[FRE],Vamp --
90711,91003,[FRE],"Ouais, ma Reine."
91017,91448,[FRE],Tu as fini le nettoyage ?
91463,92173,[FRE],"Oui, mais devine ce que j'ai trouvé ?"
92494,92911,[FRE],Un truc intéressant ?
92926,93566,[FRE],Je te le dirai en personne. |Où es-tu ?
93901,94444,[FRE],"Dans l'unité centrale, avec le Président."
94709,95154,[FRE],J'arrive tout de suite.
14099,14503,[ENG],Uaaagh!
15408,15547,[ENG],Damn it!
15826,16048,[ENG],I can't hit him!
16342,17024,[ENG],Aaaargh!!
18264,19016,[ENG],Aa Aa Aaaargh!!
19031,19769,[ENG],"Alpha Zero, come in Alpha Zero."
24882,25007,[ENG],Aah!
25244,25550,[ENG],"Oh no, no!"
37086,37545,[ENG],"All Alpha, come in!"
38605,39218,[ENG],"What's going on? Alpha, respond!"
48747,48928,[ENG],!!
56229,56758,[ENG],What are you?
59851,60394,[ENG],Five today...
61119,61843,[ENG],"Or rather, six?"
66511,66706,[ENG],Get down!!
74577,74772,[ENG],Where is he!
78158,78297,[ENG],Agh!
81446,81585,[ENG],Urgh...!
83522,84302,[ENG],Hmmm? Strange smell...
