Start Time,End Time,Lang ID,Text
320,793,[ENG],You think he's gonna be OK?
1337,2228,[ENG],He's tougher than he looks. |Consider it done.
2661,3176,[ENG],Now... how do we open this thing?
3705,4150,[ENG],You can come out now!
4681,5307,[ENG],A ninja...? What the...?
5781,6296,[ENG],Arsenal's going to take off.
7091,7815,[ENG],We still need you to take|care of a few things...
8192,8930,[ENG],"This time, do not fail us."
9027,9500,[ENG],Snake! What's this all about!?
10044,10420,[ENG],"Bed time, Raiden."
10699,10838,[ENG],!!
10866,11283,[ENG],I wouldn't do that!
11730,12259,[ENG],You're changing sides now!?
12357,13360,[ENG],Change sides? I don't recall|saying I was on yours.
13736,13944,[ENG],Damn it.
16523,16731,[ENG],You!
16829,17260,[ENG],Ready for some shut-eye?
320,793,[GER],"Glaubst Du, er wird sich erholen?"
1337,2312,[GER],"Er ist zäher, als er aussieht. Er befindet|sich schon auf dem Weg der Besserung."
2647,3218,[GER],Wie bekommen wir|dieses Ding nun auf?
3705,4150,[GER],Du kannst jetzt rauskommen!
4681,5307,[GER],Ein Ninja? Was zum?
5781,6296,[GER],Arsenal legt gleich ab.
7091,7815,[GER],Du mußt noch einiges erledigen.
8192,8930,[GER],Und dieses Mal enttäusche uns nicht.
9027,9500,[GER],Snake! Was soll das alles!?
10031,10476,[GER],"Zeit ins Bett zu gehen, Raiden."
10699,10838,[GER],!!
10866,11353,[GER],Das würde ich an Deiner Stelle|nicht tun!
11730,12315,[GER],Wechselst Du jetzt etwa die Seite!?
12357,13457,[GER],"Ich erinnere mich nicht, jemals gesagt zu|haben, daß ich auf Deiner Seite stehe!"
13736,13944,[GER],Verdammt!
16523,16731,[GER],Du!
16829,17260,[GER],Bereit für ein kleines Schläfchen?
320,793,[FRE],Tu crois qu'il va se remettre ?
1337,2228,[FRE],Il est plus fort qu'on ne pense... |Il s'en sortira !
2661,3176,[FRE],"Bon... Comment allons-nous|ouvrir ce truc, maintenant ?"
3705,4150,[FRE],"Tu peux sortir, maintenant !"
4681,5307,[FRE],Un ninja ? Qu'est-ce qui se passe ?
5781,6296,[FRE],L'Arsenal va décoller...
7091,7815,[FRE],On a encore plusieurs détails |à régler...
8192,8930,[FRE],"Cette fois-ci, ne nous déçois pas !"
9027,9500,[FRE],"Snake ! Que se passe-t-il, au juste !?"
10044,10420,[FRE],"Il est temps de faire dodo, Raiden !"
10699,10838,[FRE],!!
10866,11283,[FRE],Ce n'est pas une bonne idée !
11730,12259,[FRE],"Tu changes de camp, maintenant ?"
12357,13360,[FRE],Quoi ? Qui t'a dit que j'étais |dans le tien ?
13736,13944,[FRE],Et zut !
16523,16731,[FRE],Toi !
16829,17260,[FRE],Tu es prêt à faire un petit somme ?
320,793,[ITA],Pensi che ce la farà?
1337,2228,[ITA],È più duro di quello che pensi.|Lascia fare a lui.
2661,3176,[ITA],Ora... come apriamo quest'affare?
3705,4150,[ITA],Ora puoi uscire!
4681,5307,[ITA],Un ninja...? Cosa diavolo...?
5781,6296,[ITA],L'Arsenal sta per decollare.
7091,7815,[ITA],Ma tu ci servi ancora per alcune|cosette...
8192,8930,[ITA],Questa volta non deluderci!
9027,9500,[ITA],Snake! Cosa vuol dire tutto questo!?
10044,10475,[ITA],"È ora di andare a nanna, Raiden."
10699,10838,[ITA],!!
10866,11283,[ITA],Se fossi in te non lo farei!
11730,12259,[ITA],Ora cambi bandiera!?
12357,12663,[ITA],Cambiare bandiera?
12664,13430,[ITA],Non mi sembra d'averti mai detto|che ero dalla tua parte.
13736,13944,[ITA],Dannazione.
16523,16731,[ITA],Tu!
16829,17316,[ITA],Pronto per un viaggetto?
320,793,[SPA],¿Crees que estará bien?
1337,2326,[SPA],Es más fuerte de lo que parece.|Confío plenamente en él.
2661,3176,[SPA],Y bien... ¿cómo abrimos esto?
3705,4150,[SPA],¡Ya puedes salir!
4681,5307,[SPA],¿Un ninja...? ¿Qué...?
5781,6296,[SPA],El Arsenal va a despegar.
7091,7815,[SPA],Todavía tenemos que ocuparnos|de algún asunto...
8192,8930,[SPA],"Esta vez, no nos falles."
9027,9528,[SPA],¡Snake! ¿Qué es todo esto?
10044,10461,[SPA],"Hora de ir a dormir, Raiden."
10699,10838,[SPA],¡!
10866,11367,[SPA],¡Yo en tu lugar no haría eso!
11730,12259,[SPA],¿¡Vas a cambiar de bando!?
12357,13360,[SPA],¿Cambiar de bando? No recuerdo|haber dicho que estuviera en el tuyo.
13736,13944,[SPA],Maldición.
16523,16731,[SPA],¡Tú!
16829,17260,[SPA],¿Preparado para cerrar los ojos?
362,835,[JPN],大丈夫なのか？ あいつ？
1267,1698,[JPN],奴は強い男だ
1852,2172,[JPN],必ずやり遂げる
2842,3176,[JPN],どうやってここを開ける？
3691,3913,[JPN],いいぞっ！
4736,5279,[JPN],忍者？ どうして？
5781,6240,[JPN],アレは発進してしまう
7105,7662,[JPN],お前には まだやってもらうことがある
8178,8442,[JPN],今度こそ#－
8721,8957,[JPN],しくじるな
9000,9417,[JPN],スネーク どういうことだ？
9571,10351,[JPN],雷電 悪いが眠ってもらう
10713,10880,[JPN],！！
10880,11088,[JPN],動くな！
11953,12189,[JPN],裏切ったな？
12413,12677,[JPN],裏切る？
12747,13290,[JPN],一度も仲間だとは言ってないぞ
13709,13917,[JPN],くそっ！
16509,16731,[JPN],お前は！！
16815,17260,[JPN],さぁ 覚悟はいい？
18153,18445,[JPN],ぐぅ！
